"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Front Cover","",,IEEE Signal Processing Letters,"21 Aug 2018","2018","25","8","C1","C1","Presents the front cover for this issue of the publication.","1558-2361","","10.1109/LSP.2018.2849906","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8443314","","","","","","","IEEE","21 Aug 2018","","","IEEE","IEEE Journals"
"IEEE Signal Processing Society Editorial Board","",,IEEE Signal Processing Letters,"21 Aug 2018","2018","25","8","C2","C2","Presents a listing of the editorial board, board of governors, current staff, committee members, and/or society editors for this issue of the publication.","1558-2361","","10.1109/LSP.2018.2849907","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8443312","","","","","","","IEEE","21 Aug 2018","","","IEEE","IEEE Journals"
"Table of Contents","",,IEEE Signal Processing Letters,"19 Jul 2018","2018","25","8","1117","1118","Presents the table of contents for this issue of the publication.","1558-2361","","10.1109/LSP.2018.2849908","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8413411","","","","","","","IEEE","19 Jul 2018","","","IEEE","IEEE Journals"
"Table of Contents [Edics]","",,IEEE Signal Processing Letters,"19 Jul 2018","2018","25","8","1119","1120","Presents the table of contents for this issue of the publication.","1558-2361","","10.1109/LSP.2018.2849909","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8413176","","","","","","","IEEE","19 Jul 2018","","","IEEE","IEEE Journals"
"A Proximal ADMM for Decentralized Composite Optimization","B. Wang; H. Jiang; J. Fang; H. Duan","National Key Laboratory of Science and Technology on Communications, and the Center for Intelligent Networking and Communications (CINC), University of Electronic Science and Technology of China (UESTC), Chengdu, China; Institute of Electronic Engineering, China Academy of Engineering Physics, Mianyang, China; National Key Laboratory of Science and Technology on Communications, and the Center for Intelligent Networking and Communications (CINC), University of Electronic Science and Technology of China (UESTC), Chengdu, China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China",IEEE Signal Processing Letters,"25 Jun 2018","2018","25","8","1121","1125","In this letter, we propose a proximal alternating direction method of multiplier (ADMM) to solve the composite optimization problem over a decentralized network. Compared with existing methods, such as PG-EXTRA and IC-ADMM, the proposed decentralized proximal ADMM method does not rely on assuming a smooth + nonsmooth structure on the objective functions, thus covering a wider range of composite optimization problems. Simulation results show that the proposed proximal ADMM presents a considerable performance advantage over existing state-of-the-art algorithms for both nonsmooth + nonsmooth and smooth + nonsmooth composite optimization problems.","1558-2361","","10.1109/LSP.2018.2841648","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8368132","Composite optimization;decentralized networks;proximal ADMM","Optimization;Convex functions;Linear programming;Closed-form solutions;Signal processing algorithms;Symmetric matrices;Robot sensing systems","","5","","19","IEEE","28 May 2018","","","IEEE","IEEE Journals"
"A Minimum Barrier Distance Based Saliency Box for Object Proposals Generation","X. Huang; Y. Zheng; J. Huang; Y. -J. Zhang","Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China; Tencent AI Laboratory, Shenzhen, China; Tencent AI Laboratory, Shenzhen, China",IEEE Signal Processing Letters,"25 Jun 2018","2018","25","8","1126","1130","Object proposals generation plays an important role in computer vision. A good object proposals generation model should assign obviously high and low objectness score to the window that contains complete objects and incomplete objects, respectively. However, some existing methods such as local contrast based models usually fail to satisfy this requirement. In this letter, we propose MBDSal Box, a minimum barrier distance (MBD) based saliency box for locating object proposals. MBDSal Box consists of three components: item: First, a window saliency computation module that calculates the MBD saliency of each sliding window; second, a window refinement module that provides more accurate bounding boxes by a marker based watershed algorithm; third, a window scoring module which combines multiple features to compute the final objectness score. The experimental results carried on PASCAL VOC 2007 and Microsoft COCO 2014 datasets show that our model achieves better performance than the state-of-the-art models with competitive speed.","1558-2361","","10.1109/LSP.2018.2844097","National Nature Science Foundation(grant numbers:61171118,61673234,U1636124); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8371617","Minimum barrier distance;object proposals;saliency box","Microsoft Windows;Proposals;Computational modeling;Dogs;Image segmentation;Image edge detection;Legged locomotion","","","","34","IEEE","4 Jun 2018","","","IEEE","IEEE Journals"
"Wireless Information Surveillance and Intervention Over Multiple Suspicious Links","B. Li; Y. Yao; H. Chen; Y. Li; S. Huang","Department of Electronic and Communication Engineering, North China Electric Power University, Baoding, China; Department of Electronic and Communication Engineering, North China Electric Power University, Baoding, China; School of Electrical and Information Engineering, the University of Sydney, Sydney, NSW, Australia; School of Electrical and Information Engineering, the University of Sydney, Sydney, NSW, Australia; College of Science and Engineering, Jinan University, Guangzhou, China",IEEE Signal Processing Letters,"25 Jun 2018","2018","25","8","1131","1135","This letter investigates the proactive eavesdropping for multiple suspicious links either through interfering or assisting the links. Considering the power constraint at eavesdropper, our objective is to maximize weighted sum eavesdropping rate of multiple suspicious links via jointly optimizing their intervention strategies (jamming or relaying) and the corresponding transmit power at eavesdropper. The formulated problem is shown to be a mixed-integer nonlinear programming (MINLP) problem, which is NP-hard in general. By identifying the separable structure of the formulated problem, we decouple the complex MINLP problem into two subproblems: 1) a jamming subproblem; and 2) a relaying subproblem. These two subproblems are then solved by further recasting them into a combinational problem and a typical concave optimization problem, respectively. Numerical simulations show that our proposed approach can achieve higher eavesdropping rate than conventional eavesdropping approaches.","1558-2361","","10.1109/LSP.2018.2843285","National Natural Science Foundation of China(grant numbers:61501185,61531006,61772233); Hebei Province Natural Science Foundation(grant numbers:F2016502062); Fundamental Research Funds for the Central Universities(grant numbers:2016MS97); Beijing Natural Science Foundation(grant numbers:4164101); ARC(grant numbers:DP150104019); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8370739","Eavesdropping rate;legitimate surveillance;priority;proactive eavesdropping;proactive intervening","Eavesdropping;Jamming;Monitoring;Transmitters;Receiving antennas;Interference","","43","","11","IEEE","1 Jun 2018","","","IEEE","IEEE Journals"
"Characterizing Early-Stage Alzheimer Through Spatiotemporal Dynamics of Handwriting","C. Kahindo; M. A. El-Yacoubi; S. Garcia-Salicetti; A. -S. Rigaud; V. Cristancho-Lacroix","SAMOVAR, Telecom SudParis, CNRS UMR 5157, Paris Saclay University, Evry, France; SAMOVAR, Telecom SudParis, CNRS UMR 5157, Paris Saclay University, Evry, France; SAMOVAR, Telecom SudParis, CNRS UMR 5157, Paris Saclay University, Evry, France; AP-HP, Groupe Hospitalier Cochin Paris Centre, Pôle Gérontologie, Hôpital Broca, Paris, France; AP-HP, Groupe Hospitalier Cochin Paris Centre, Pôle Gérontologie, Hôpital Broca, Paris, France",IEEE Signal Processing Letters,"25 Jun 2018","2018","25","8","1136","1140","We propose an original approach for characterizing early Alzheimer, based on the analysis of online handwritten cursive loops. Unlike the literature, we model the loop velocity trajectory (full dynamics) in an unsupervised way. Through a temporal clustering based on K-medoids, with dynamic time warping as dissimilarity measure, we uncover clusters that give new insights on the problem. For classification, we consider a Bayesian formalism that aggregates the contributions of the clusters, by probabilistically combining the discriminative power of each. On a dataset consisting of two cognitive profiles, early-stage Alzheimer disease and healthy persons, each comprising 27 persons collected at Broca Hospital in Paris, our classification performance significantly outperforms the state-of-the-art, based on global kinematic features.","1558-2361","","10.1109/LSP.2018.2794500","Institut Mines Telecom; MAIF Foundation; Hospital Broca in Paris; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8260895","Alzheimer;clustering of time series;kinematic parameters;online handwriting;probabilistic modeling","Dementia;Kinematics;Trajectory;Bayes methods;Hospitals","","33","","21","OAPA","17 Jan 2018","","","IEEE","IEEE Journals"
"Constructions of Even-Period Binary Z-Complementary Pairs With Large ZCZs","C. Xie; Y. Sun","State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China",IEEE Signal Processing Letters,"26 Jun 2018","2018","25","8","1141","1145","The lengths of binary Golay complementary pairs are limited to 2α10β26γ, where α, ß, γ ∈ {0, 1, 2, . . .}. This weakness is repaired by the Z-complementary pairs (ZCPs). In this letter, by concatenating several different complementary pairs of length 2m, we present a construction of even-period binary ZCPs of length N = 2m+ 3 + 2m+ 2 + 2m+ 1 with zero-correlation zone (ZCZ) width Z = 2m+ 3. We also propose another construction of ZCPs of length N' with larger ZCZ width Z = 6N'/7.","1558-2361","","10.1109/LSP.2018.2848102","National Natural Science Foundation of China(grant numbers:61672414); National Cryptography Development Fund(grant numbers:MMJJ20170113); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8386659","Boolean functions;Golay complementary pair;Z-complementary pair;zero-correlation zone (ZCZ)","Boolean functions;Correlation;Binary codes","","35","","14","IEEE","15 Jun 2018","","","IEEE","IEEE Journals"
"Robust Sparse Recovery in Impulsive Noise via Continuous Mixed Norm","A. Javaheri; H. Zayyani; M. A. T. Figueiredo; F. Marvasti","Department of Electrical Engineering, Sharif University of Technology, Tehran, Iran; Department of Electrical and Computer Engineering, Qom University of Technology (QUT), Qom, Iran; Instituto de Telecomuniçacões and Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Portugal; Department of Electrical Engineering, Sharif University of Technology, Tehran, Iran",IEEE Signal Processing Letters,"27 Jun 2018","2018","25","8","1146","1150","This letter investigates the problem of sparse signal recovery in the presence of additive impulsive noise. The heavytailed impulsive noise is well modeled with stable distributions. Since there is no explicit formula for the probability density function of SαS distribution, alternative approximations are used, such as, generalized Gaussian distribution, which imposes ℓp-norm fidelity on the residual error. In this letter, we exploit a continuous mixed norm (CMN) for robust sparse recovery instead of ℓp-norm. We show that in blind conditions, i.e., in the case where the parameters of the noise distribution are unknown, incorporating CMN can lead to near-optimal recovery. We apply alternating direction method of multipliers for solving the problem induced by utilizing CMN for robust sparse recovery. In this approach, CMN is replaced with a surrogate function and the majorization-minimization technique is incorporated to solve the problem. Simulation results confirm the efficiency of the proposed method compared to some recent algorithms for robust sparse recovery in impulsive noise.","1558-2361","","10.1109/LSP.2018.2846479","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8379452","Continuous mixed norm (CMN);impulsive noise;majorization–minimization (MM);robust sparse recovery;symmetric a-Stable (SaS) distribution","Robustness;Signal processing algorithms;Noise measurement;Optimization;Minimization;Convergence;Noise robustness","","44","","25","IEEE","11 Jun 2018","","","IEEE","IEEE Journals"
"Sample Complexity of Total Variation Minimization","S. Daei; F. Haddadi; A. Amini","School of Electrical Engineering, Iran University of Science and Technology, Tehran, Iran; School of Electrical Engineering, Iran University of Science and Technology, Tehran, Iran; Department of Electrical Engineering, Sharif University of Technology, Tehran, Iran",IEEE Signal Processing Letters,"27 Jun 2018","2018","25","8","1151","1155","This letter considers the use of total variation (TV) minimization in the recovery of a given gradient sparse vector from Gaussian linear measurements. It has been shown in recent studies that there exists a sharp phase transition behavior in TV minimization for the number of measurements necessary to recover the signal in asymptotic regimes. The phase-transition curve specifies the boundary of success and failure of TV minimization for large number of measurements. It is a challenging task to obtain a theoretical bound that reflects this curve. In this letter, we present a novel upper bound that suitably approximates this curve and is asymptotically sharp. Numerical results show that our bound is closer to the empirical TV phase-transition curve than the previously known bound obtained by Kabanava.","1558-2361","","10.1109/LSP.2018.2847051","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8383952","Phase transition;sample complexity;total variation (TV) minimization","TV;Minimization;Phase measurement;Convex functions;Geometry;Standards;Complexity theory","","11","","20","IEEE","13 Jun 2018","","","IEEE","IEEE Journals"
"Monaural Source Separation Using Ramanujan Subspace Dictionaries","H. -W. Liao; L. Su","Graduate Institute of Electrical Engineering, National Tsing Hua University, Hsinchu, Taiwan; Institute of Information Science, Academia Sinica, Taipei, Taiwan",IEEE Signal Processing Letters,"27 Jun 2018","2018","25","8","1156","1160","Most source separation algorithms are implemented as spectrogram decomposition. In contrast, time-domain source separation is less investigated since there is a lack of an efficient signal representation that facilitates decomposing oscillatory components of a signal directly in the time domain. In this letter, we utilize the Ramanujan subspace and the nested periodic subspace to address this issue, by constructing a parametric dictionary that emphasizes period information with less redundancy. Methods including iterative subspace projection and convolutional sparse coding can decompose a mixture into signals with distinct oscillation periods according to the dictionary. Experiments on score-informed source separation show that the proposed method is competitive to the state-of-the-art, frequency-domain approaches when the provided pitch information and the signal parameters are the same.","1558-2361","","10.1109/LSP.2018.2847236","MOST(grant numbers:106-2218-E-001-003-MY3); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8384034","Convolutional sparse coding (CSC);nested periodic subspace (NPS);Ramanujan subspace (RS);score-informed (SI) source separation","Dictionaries;Source separation;Encoding;Discrete Fourier transforms;Signal processing algorithms;Time-domain analysis;Harmonic analysis","","10","","34","IEEE","13 Jun 2018","","","IEEE","IEEE Journals"
