"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Front Cover","",,IEEE Signal Processing Letters,"21 Aug 2017","2017","24","9","C1","C1","Presents the front cover for this issue of the publication.","1558-2361","","10.1109/LSP.2017.2733998","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8013879","","","","","","","IEEE","21 Aug 2017","","","IEEE","IEEE Journals"
"IEEE Signal Processing Society Editorial Board","",,IEEE Signal Processing Letters,"21 Aug 2017","2017","24","9","C2","C2","Presents a listing of the editorial board, board of governors, current staff, committee members, and/or society editors for this issue of the publication.","1558-2361","","10.1109/LSP.2017.2740578","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8013873","","","","","","","IEEE","21 Aug 2017","","","IEEE","IEEE Journals"
"Table of Contents","",,IEEE Signal Processing Letters,"21 Aug 2017","2017","24","9","1261","1262","Presents the table of contents for this issue of the publication.","1558-2361","","10.1109/LSP.2017.2727260","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8013881","","","","","","","IEEE","21 Aug 2017","","","IEEE","IEEE Journals"
"Table of Contents","",,IEEE Signal Processing Letters,"21 Aug 2017","2017","24","9","1263","1264","Presents the table of contents for this issue of the publication.","1558-2361","","10.1109/LSP.2017.2727261","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8013905","","","","","","","IEEE","21 Aug 2017","","","IEEE","IEEE Journals"
"Designing Incoherent Frames With Only Matrix–Vector Multiplications","B. Dumitrescu","Department of Automatic Control and Computers, University Politehnica of Bucharest, Bucharest, Romania",IEEE Signal Processing Letters,"14 Jul 2017","2017","24","9","1265","1269","Designing frames with low mutual coherence is a challenging problem, with many applications in signal processing. We adopt an atom-by-atom optimization strategy for obtaining frames with a given mutual coherence. The underlying min-max problem is transformed into a weighted least squares problem, approximately solved with the shifted power method. The resulting algorithm is extremely simple, works directly with the frame and consists of almost only matrix-vector multiplications. Numerical experiments shows that it is especially efficient for frames with a large overcompleteness factor and can design in reasonable time frames much larger than those obtained by other existing methods.","1558-2361","","10.1109/LSP.2017.2723044","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7967826","Frames;incoherence;power method;weighted least squares","Eigenvalues and eigenfunctions;Optimization;Signal processing algorithms;Coherence;Approximation algorithms;Dictionaries;Upper bound","","12","","22","IEEE","4 Jul 2017","","","IEEE","IEEE Journals"
"Two-Valued Periodic Complementary Sequences","X. Li; Z. Liu; Y. L. Guan; P. Fan","Laboratory of Security Insurance of Cyberspace, School of Science, Xihua University, Chengdu, China; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; Key Laboratory of Information Coding & Transmission, Institute of Mobile Communications, Southwest Jiaotong University, Chengdu, China",IEEE Signal Processing Letters,"14 Jul 2017","2017","24","9","1270","1274","We present a novel transform for periodic complementary sets (PCSs) over two-valued alphabets from a large set of difference families. This is achieved by generalizing Golomb's idea in 1992, which was for transformed perfect sequences with zero autocorrelations only. Based on the properties of difference family, a sufficient condition for such two-valued PCSs is derived. Systematic constructions of two-valued periodic complementary pairs are presented. It is shown that many lengths for which binary PCSs do not exist become admissible for our proposed two-valued PCSs.","1558-2361","","10.1109/LSP.2017.2722423","Key Natural Science Fund of Sichuan Education Department(grant numbers:13ZA0031); Key Scientific Research Fund of Xihua University(grant numbers:R1222628); NSFC(grant numbers:U1433130/61401369,111-2-14); Distinguished Young Fund of the School of Mathematics and Computer Engineering of Xihua University; NSFC-NRF project(grant numbers:61661146003/NRF2016NRF-NSFC001-089); 111 Project(grant numbers:111-2-14); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7964719","Difference family (DF);difference set;periodic autocorrelation function (ACF);periodic complementary pairs (PCPs);periodic complementary sets (PCSs)","Manganese;Zinc;Transforms;Fans;Correlation;Electronic mail;Gold","","10","","18","IEEE","30 Jun 2017","","","IEEE","IEEE Journals"
"Performance Tradeoff in a Unified Passive Radar and Communications System","B. K. Chalise; M. G. Amin; B. Himed","Department of Electrical and Computer Engineering, New York Institute of Technology, Old Westbury, NY, USA; Center of Advanced Communications, Villanova University, Villanova, PA, USA; Air Force Research Laboratory, Wright-Patterson AFB, Dayton, OH, USA",IEEE Signal Processing Letters,"17 Jul 2017","2017","24","9","1275","1279","Although radar and communication systems so far have been considered separately, recent advances in passive radar systems have motivated us to propose a unified system, capable of fulfilling the requirements of both radar and communications. In this paper, we provide performance tradeoff analysis for a system consisting of a transmitter, a passive radar receiver, and a communication receiver (CR). The total power is allocated for transmitting the radar waveforms and information signals in such a way that the probability of detection (PD) is maximized, while satisfying the information rate requirement of the CR. An exact closed-form expression for the probability of false alarm (PFA) is derived, whereas PD is approximated by assuming that the signal-to-noise ratio corresponding to the reference channel is often much larger than that corresponding to the surveillance channel. The performance tradeoff between the radar and communication subsystems is then characterized by the boundaries of the PFA-rate and PD-rate regions.","1558-2361","","10.1109/LSP.2017.2721639","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7962141","Generalized likelihood ratio test (GLRT) detector;passive radar;performance tradeoff;probability of detection (PD)-rate and probability of false alarm (PFA)-rate regions;unified system","Transmitters;Communication systems;Receivers;Passive radar;Probability density function;Eigenvalues and eigenfunctions","","73","","18","IEEE","29 Jun 2017","","","IEEE","IEEE Journals"
"An IHT Algorithm for Sparse Recovery From Subexponential Measurements","S. Foucart; G. Lecué","Department of Mathematics, Texas A&M University, College Station, TX, USA; CREST, Université Paris Saclay, Malakoff, France",IEEE Signal Processing Letters,"17 Jul 2017","2017","24","9","1280","1283","A matrix whose entries are independent subexponential random variables is not likely to satisfy the classical restricted isometry property in the optimal regime of parameters. However, it is known that uniform sparse recovery is still possible with high probability in the optimal regime if ones uses l1-minimization as a recovery algorithm. We show in this letter that such a statement remains valid if one uses a new variation of iterative hard thresholding as a recovery algorithm. The argument is based on a modified restricted isometry property featuring the l1-norm as the inner norm.","1558-2361","","10.1109/LSP.2017.2721500","NSF(grant numbers:DMS-1622134); Labex ECODEC(grant numbers:ANR-11-LABEX-0047); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7962149","Compressive sensing;iterative hard thresholding;restricted isometry property;sparse recovery;subexponential random variable","Iterative algorithms;Sparse matrices;Random variables;Compressed sensing","","14","","8","IEEE","29 Jun 2017","","","IEEE","IEEE Journals"
"Wireless Power Transfer in Millimeter Wave Tactical Networks","T. A. Khan; R. W. Heath","Department of Electrical and Computer Engineering, The University of Texas at Austin, Austin, TX, USA; Department of Electrical and Computer Engineering, The University of Texas at Austin, Austin, TX, USA",IEEE Signal Processing Letters,"28 Jul 2017","2017","24","9","1284","1287","Wireless power transfer may enable remotely powered operation of low-energy devices in challenging environments such as tactical networks. Millimeter wave (mmWave) is a possible candidate for wireless power transfer, thanks to the use of directional antenna arrays. This letter presents a feasibility study of using mmWave for wireless power transfer in a large-scale network consisting of power beacons and energy harvesters. Using stochastic geometry, system performance is characterized while treating the network nodes as potential blockages to mmWave signals. A link-level metric (energy coverage probability) and a network-level metric (overall success probability) are considered. The former captures whether a typical energy transfer link provides the requisite energy, while the latter also takes the network load into account. Numerical simulations suggest that network densification helps improve the performance, despite an increase in the blockage density. For a given density, deploying an optimal fraction of nodes as power beacons maximizes the number of successful energy harvesters. Finally, mmWave outperforms lower frequency solutions despite blockages.","1558-2361","","10.1109/LSP.2017.2715324","Army Research Office under Grant W911NF-14-1-0460 and a gift from Mitsubishi Electric Research Labs; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7948803","Blockage;energy harvesting;millimeter wave (mmWave);stochastic geometry;wireless power transfer","Wireless power transfer;Antenna arrays;Measurement;Lead;Energy harvesting;Radio frequency;Probability density function","","19","","18","IEEE","14 Jun 2017","","","IEEE","IEEE Journals"
"Adaptive Kalman Filtering by Covariance Sampling","A. Assa; K. N. Plataniotis","Department of Electrical and Computer Engineering, University of Toronto, Toronto, ON, Canada; Department of Electrical and Computer Engineering, University of Toronto, Toronto, ON, Canada",IEEE Signal Processing Letters,"19 Jul 2017","2017","24","9","1288","1292","It is well known that the performance of the Kalman filter deteriorates when the system noise statistics are not available a priori. In particular, the adjustment of measurement noise covariance is deemed paramount as it directly affects the estimation accuracy and plays the key role in applications such as sensor selection and sensor fusion. This letter proposes a novel adaptive scheme by approximating the measurement noise covariance distribution through finite samples, assuming the noise to be white with a normal distribution. Exploiting these samples in approximation of the system state a posteriori leads to a Gaussian mixture model (GMM), the components of which are acquired by Kalman filtering. The resultant GMM is then reduced to the closest normal distribution and also used to estimate the measurement noise covariance. Compared to previous adaptive techniques, the proposed method adapts faster to the unknown parameters and thus provides a higher performance in terms of estimation accuracy, which is confirmed by the simulation results.","1558-2361","","10.1109/LSP.2017.2724848","Natural Sciences and Engineering Research Council of Canada(grant numbers:PDF-487746-2016); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7972987","Adaptive Kalman filtering;covariance sampling (CS);gaussian mixture model (GMM);inverse wishart (IW) distribution","Noise measurement;Kalman filters;Covariance matrices;Gaussian distribution;Estimation;Adaptive systems;Q measurement","","54","","38","IEEE","11 Jul 2017","","","IEEE","IEEE Journals"
