"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Front Cover","",,IEEE Signal Processing Letters,"22 Feb 2017","2017","24","2","C1","C1","Presents the front cover for this issue of the publication.","1558-2361","","10.1109/LSP.2017.2662419","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7862338","","","","","","","IEEE","22 Feb 2017","","","IEEE","IEEE Journals"
"IEEE Signal Processing Society Editorial Board","",,IEEE Signal Processing Letters,"22 Feb 2017","2017","24","2","C2","C2","Provides a listing of the editorial board, current staff, committee members and society officers.","1558-2361","","10.1109/LSP.2017.2662178","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7862323","","","","","","","IEEE","22 Feb 2017","","","IEEE","IEEE Journals"
"Table of Contents","",,IEEE Signal Processing Letters,"6 Feb 2017","2017","24","2","131","132","Presents the table of contents for this issue of the publication.","1558-2361","","10.1109/LSP.2017.2649784","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7842753","","","","","","","IEEE","6 Feb 2017","","","IEEE","IEEE Journals"
"Table of Contents","",,IEEE Signal Processing Letters,"6 Feb 2017","2017","24","2","133","134","Presents the table of contents for this issue of the publication.","1558-2361","","10.1109/LSP.2017.2649785","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7842714","","","","","","","IEEE","6 Feb 2017","","","IEEE","IEEE Journals"
"A Brief Message From the New Editor-In-Chief","",,IEEE Signal Processing Letters,"9 Jan 2017","2017","24","2","135","135","Presents the introductory editorial for this issue of the publication.","1558-2361","","10.1109/LSP.2016.2635758","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7811335","","","","","","","IEEE","9 Jan 2017","","","IEEE","IEEE Journals"
"Privacy Leakage of Physical Activity Levels in Wireless Embedded Wearable Systems","X. Fafoutis; L. Marchegiani; G. Z. Papadopoulos; R. Piechocki; T. Tryfonas; G. Oikonomou","Department of Electrical and Electronic Engineering, University of Bristol, Bristol, U.K.; Department of Engineering Science, University of Oxford, Oxford, U.K.; IRISA, Télécom Bretagne, Institut Mines-Télécom, Paris, France; Department of Electrical and Electronic Engineering, University of Bristol, Bristol, U.K.; Department of Civil Engineering, University of Bristol, Bristol, U.K.; Department of Electrical and Electronic Engineering, University of Bristol, Bristol, U.K.",IEEE Signal Processing Letters,"10 Jan 2017","2017","24","2","136","140","With the ubiquity of sensing technologies in our personal spaces, the protection of our privacy and the confidentiality of sensitive data becomes a major concern. In this letter, we focus on wearable embedded systems that communicate data periodically over the wireless medium. In this context, we demonstrate that private information about the physical activity levels of the wearer can leak to an eavesdropper through the physical layer. Indeed, we show that the physical activity levels strongly correlate with changes in the wireless channel that can be captured by measuring the signal strength of the eavesdropped frames. We practically validate this correlation in several scenarios in a real residential environment, using data collected by our prototype wearable accelerometer-based sensor. Finally, we propose a privacy enhancement algorithm that mitigates the leakage of this private information.","1558-2361","","10.1109/LSP.2016.2642300","Engineering and Physical Sciences Research Council(grant numbers:EP/K031910/1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7792352","Embedded system security;Internet of Things;security and privacy;wearable systems","Correlation;Privacy;Wireless communication;Biomedical monitoring;Acceleration;Wireless sensor networks;Data privacy","","22","","22","IEEE","20 Dec 2016","","","IEEE","IEEE Journals"
"Face Antispoofing Using Speeded-Up Robust Features and Fisher Vector Encoding","Z. Boulkenafet; J. Komulainen; A. Hadid","Center for Machine Vision and Signal Analysis, University of Oulu, Oulu, Finland; Center for Machine Vision and Signal Analysis, University of Oulu, Oulu, Finland; Center for Machine Vision and Signal Analysis, University of Oulu, Oulu, Finland",IEEE Signal Processing Letters,"16 Jan 2017","2017","24","2","141","145","The vulnerabilities of face biometric authentication systems to spoofing attacks have received a significant attention during the recent years. Some of the proposed countermeasures have achieved impressive results when evaluated on intratests, i.e., the system is trained and tested on the same database. Unfortunately, most of these techniques fail to generalize well to unseen attacks, e.g., when the system is trained on one database and then evaluated on another database. This is a major concern in biometric antispoofing research that is mostly overlooked. In this letter, we propose a novel solution based on describing the facial appearance by applying Fisher vector encoding on speeded-up robust features extracted from different color spaces. The evaluation of our countermeasure on three challenging benchmark face-spoofing databases, namely the CASIA face antispoofing database, the replay-attack database, and MSU mobile face spoof database, showed excellent and stable performance across all the three datasets. Most importantly, in interdatabase tests, our proposed approach outperforms the state of the art and yields very promising generalization capabilities, even when only limited training data are used.","1558-2361","","10.1109/LSP.2016.2630740","Academy of Finland; Infotech Oulu; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7748511","Biometrics;face antispoofing;face recognition;presentation attacks","Face;Databases;Image color analysis;Feature extraction;Robustness;Encoding;Benchmark testing","","141","","29","IEEE","18 Nov 2016","","","IEEE","IEEE Journals"
"Visual Tracking Via Sparse Representation With Reliable Structure Constraint","J. Guo; T. Xu; Z. Shen; G. Shi","School of Optical Engineering, Beijing Institute of Technology, Beijing, China; School of Optical Engineering, Beijing Institute of Technology, Beijing, China; School of Optical Engineering, Beijing Institute of Technology, Beijing, China; School of Optical Engineering, Beijing Institute of Technology, Beijing, China",IEEE Signal Processing Letters,"16 Jan 2017","2017","24","2","146","150","In this letter, we present a novel visual tracking algorithm based on sparse representation. In contrast to just use the target templates and the trivial templates to sparsely represent the target, we propose to further constrain the model with a set of discriminative weight maps. These weight maps contain the reliable structures of the target object. They help the model penalize the trivial template coefficients depending on the reliable structures of the target object. Then, the target object can be well represented by a sparse set of target templates together with a sparse set of target weight maps. We propose a unified objective function to integrate these two sparse representation problems together. This optimization problem can be well solved by the proposed iteration manner and a customized accelerated proximal gradient method. Furthermore, a novel weight map constructing method is proposed based on consistent motion property and forward-backward errors. Plenty of qualitative and quantitative evaluations demonstrate that our method performs favorably against the state-of-the-art methods in a wide range of tracking scenarios.","1558-2361","","10.1109/LSP.2016.2645819","Major Science Instrument Program of the National Natural Science Foundation of China(grant numbers:61527802); General Program of National Nature Science Foundation of China(grant numbers:61371132,61471043); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7801088","Reliable structures;sparse representation;visual tracking;weight maps","Reliability;Target tracking;Signal processing algorithms;Optimization;Linear programming;Visualization","","6","","29","IEEE","28 Dec 2016","","","IEEE","IEEE Journals"
"Fusion-Based Variational Image Dehazing","A. Galdran; J. Vazquez-Corral; D. Pardo; M. Bertalmío","Tecnalia, E-48160 Derio, Spain; INESC TEC, Porto, Portugal; Basque Center for Applied Mathematics, Bilbao, Spain; INESC TEC, Porto, Portugal",IEEE Signal Processing Letters,"16 Jan 2017","2017","24","2","151","155","We propose a novel image-dehazing technique based on the minimization of two energy functionals and a fusion scheme to combine the output of both optimizations. The proposed fusion-based variational image-dehazing (FVID) method is a spatially varying image enhancement process that first minimizes a previously proposed variational formulation that maximizes contrast and saturation on the hazy input. The iterates produced by this minimization are kept, and a second energy that shrinks faster intensity values of well-contrasted regions is minimized, allowing to generate a set of difference-of-saturation (DiffSat) maps by observing the shrinking rate. The iterates produced in the first minimization are then fused with these DiffSat maps to produce a haze-free version of the degraded input. The FVID method does not rely on a physical model from which to estimate a depth map, nor it needs a training stage on a database of human-labeled examples. Experimental results on a wide set of hazy images demonstrate that FVID better preserves the image structure on nearby regions that are less affected by fog, and it is successfully compared with other current methods in the task of removing haze degradation from faraway regions.","1558-2361","","10.1109/LSP.2016.2643168","ERC(grant numbers:306337); FEDER(grant numbers:TIN2015-71537-P); ICREA; Spanish government(grant numbers:IJCI-2014-19516); Spanish government(grant numbers:MTM2013-40824-P); BCAM Severo Ochoa accreditation of excellence(grant numbers:SEV-2013-0323); Basque Government CRG(grant numbers:IT649-13); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7792620","Color correction;contrast enhancement;image dehazing;image fusion;variational image processing","Minimization;Degradation;Image color analysis;Atmospheric modeling;Visualization;Lighting;Indexes","","50","","31","IEEE","21 Dec 2016","","","IEEE","IEEE Journals"
"Informed Group-Sparse Representation for Singing Voice Separation","T. -S. T. Chan; Y. -H. Yang","Research Center for Information Technology Innovation, Academia Sinica, Taipei, Taiwan; Research Center for Information Technology Innovation, Academia Sinica, Taipei, Taiwan",IEEE Signal Processing Letters,"16 Jan 2017","2017","24","2","156","160","Singing voice separation attempts to separate the vocal and instrumental parts of a music recording, which is a fundamental problem in music information retrieval. Recent work on singing voice separation has shown that the low-rank representation and informed separation approaches are both able to improve separation quality. However, low-rank optimizations are computationally inefficient due to the use of singular value decompositions. Therefore, in this letter, we propose a new linear-time algorithm called informed group-sparse representation, and use it to separate the vocals from music using pitch annotations as side information. Experimental results on the iKala dataset confirm the efficacy of our approach, suggesting that the music accompaniment follows a group-sparse structure given a pretrained instrumental dictionary. We also show how our work can be easily extended to accommodate multiple dictionaries using the DSD100 dataset.","1558-2361","","10.1109/LSP.2017.2647810","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7805227","Group-sparse representation (GSR);informed source separation;low-rank representation (LRR);singing voice separation (SVS)","Instruments;Dictionaries;Sparse matrices;Signal processing algorithms;Source separation;Spectrogram;Optimization","","9","","50","IEEE","4 Jan 2017","","","IEEE","IEEE Journals"
"Second-Order Statistics Driven LMS Blind Fractionally Spaced Channel Equalization","G. Scarano; A. Petroni; M. Biagi; R. Cusani","DIET, Universitá “La Sapienza” di Roma, Roma, Italy; DIET, Universitá “La Sapienza” di Roma, Roma, Italy; DIET, Universitá “La Sapienza” di Roma, Roma, Italy; DIET, Universitá “La Sapienza” di Roma, Roma, Italy",IEEE Signal Processing Letters,"16 Jan 2017","2017","24","2","161","165","A novel cooperative least mean square adaptation rule is proposed with application to fractionally spaced blind channel equalization schemes used in quadrature amplitude modulation data links. A novel cost function based on second-order statistics only of the received signal is defined and jointly used with another chosen among classical blind cost functions such as decision directed and other Bussgang-type ones. Numerical results show that severe misconvergence observed in classical blind equalization algorithms is drastically mitigated using the here described technique.","1558-2361","","10.1109/LSP.2016.2635034","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7763830","Bussgang equalization;cross relations (CR);decision directed equalization;fractionally spaced equalization;least mean square (LMS)","Finite impulse response filters;Blind equalizers;Eigenvalues and eigenfunctions;Quadrature amplitude modulation;Decision feedback equalizers;Cost function","","6","","26","IEEE","1 Dec 2016","","","IEEE","IEEE Journals"
