"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Front Cover","",,IEEE Signal Processing Letters,"23 Feb 2017","2017","24","1","C1","C1","Presents the front cover for this issue of the publication.","1558-2361","","10.1109/LSP.2017.2649761","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7863697","","","","","","","IEEE","23 Feb 2017","","","IEEE","IEEE Journals"
"IEEE Signal Processing Society Editorial Board","",,IEEE Signal Processing Letters,"22 Feb 2017","2017","24","1","C2","C2","Provides a listing of the editorial board, current staff, committee members and society officers.","1558-2361","","10.1109/LSP.2017.2649764","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7862326","","","","","","","IEEE","22 Feb 2017","","","IEEE","IEEE Journals"
"Table of Contents","",,IEEE Signal Processing Letters,"10 Jan 2017","2017","24","1","1","2","Presents the table of contents for this issue of the periodical.","1558-2361","","10.1109/LSP.2017.2649759","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7812723","","","","","","","IEEE","10 Jan 2017","","","IEEE","IEEE Journals"
"Table of Contents","",,IEEE Signal Processing Letters,"10 Jan 2017","2017","24","1","3","4","Presents the table of contents for this issue of the periodical.","1558-2361","","10.1109/LSP.2017.2649760","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7812717","","","","","","","IEEE","10 Jan 2017","","","IEEE","IEEE Journals"
"Editorial","",,IEEE Signal Processing Letters,"9 Jan 2017","2017","24","1","5","6","Presents the introductory editorial for this issue of the publication.","1558-2361","","10.1109/LSP.2017.2648018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7811164","","","","2","","","IEEE","9 Jan 2017","","","IEEE","IEEE Journals"
"Direction-of-Arrival Estimation and Sensor Array Error Calibration Based on Blind Signal Separation","J. Liu; X. Wu; W. J. Emery; L. Zhang; C. Li; K. Ma","School of Electronic Information, Wuhan University, Wuhan, China; School of Electronic Information, Wuhan University, Wuhan, China; Department of Aerospace Engineering Sciences, University of Colorado, Boulder, CO, USA; School of Electronic Information, Wuhan University, Wuhan, China; School of Electronic Information, Wuhan University, Wuhan, China; School of Electronic Information, Wuhan University, Wuhan, China",IEEE Signal Processing Letters,"15 Dec 2016","2017","24","1","7","11","We consider estimating the direction-of-arrival (DOA) in the presence of sensor array error. In the proposed method, a blind signal separation method, the joint approximation and diagonalization of eigenmatrices algorithm, is implemented to separate the signal vector and the mixing matrix consisting of the array manifold matrix and the sensor array error matrix. Based on a new mixing matrix and the reconstruction of the array output vector of each individual signal, we propose a novel DOA estimation and sensor array error calibration procedure. This method is independent of array phase errors and performs well against difference of SNR of signals. Numerical simulations verify the effectiveness of the proposed method.","1558-2361","","10.1109/LSP.2016.2632750","863 High Technology Project of China(grant numbers:2012AA091701); National Natural Science Foundation of China(grant numbers:61401316); China Scholarship Council(grant numbers:201506270074); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7756329","Array calibration;directions-of-arrival (DOA) estimation;joint approximation and diagonalization of eigenmatrices (JADE)","Direction-of-arrival estimation;Sensor arrays;Estimation;Array signal processing;Signal processing algorithms;Calibration;Covariance matrices","","25","","14","IEEE","24 Nov 2016","","","IEEE","IEEE Journals"
"An Auxiliary Variable-Aided Hybrid Message Passing Approach to Joint Channel Estimation and Decoding for MIMO-OFDM","Z. Yuan; C. Zhang; Z. Wang; Q. Guo; J. Xi","Zhengzhou Institute of Information Science and Technology, Zhengzhou, China; School of Information Engineering, Zhengzhou University, Zhengzhou, China; School of Information Engineering, Zhengzhou University, Zhengzhou, China; School of Electrical, Computer and Telecommunications Engineering, University of Wollongong, Wollongong, NSW, Australia; School of Electrical, Computer and Telecommunications Engineering, University of Wollongong, Wollongong, NSW, Australia",IEEE Signal Processing Letters,"15 Dec 2016","2017","24","1","12","16","This letter deals with message passing receiver design for joint channel estimation and decoding in MIMO-OFDM with unknown noise variance. The conventional factor graph representation for the system involves observation factors, which are functions of a number of variables in the form of multiplication and summation. In this work, by introducing some auxiliary variables, we further break each of the observation factors into several factors, which enables the use of hybrid mean field (MF), belief propagation (BP), and expectation propagation (EP) message passing to tackle the observation factors. It turns out that our approach is much more efficient than the existing approaches, leading to remarkable performance improvement as shown by simulation results.","1558-2361","","10.1109/LSP.2016.2632180","National Natural Science Foundation of China(grant numbers:NSFC 61571402,NSFC 61201251,NSFC U1204607); Australian Research Council's DECRA(grant numbers:DE120101266); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7755802","Belief propagation (BP);expectation propagation (EP);iterative receiver;mean field (MF);MIMO-OFDM","Message passing;Complexity theory;Manganese;Channel estimation;Receiving antennas;Decoding","","20","","15","IEEE","23 Nov 2016","","","IEEE","IEEE Journals"
"Random Access in C-RAN for User Activity Detection With Limited-Capacity Fronthaul","Z. Utkovski; O. Simeone; T. Dimitrova; P. Popovski","Department of Signal Theory and Communications, University Carlos III of Madrid, Madrid, Spain; Center for Wireless Information Processing, New Jersey Institute of Technology, Newark, NJ, USA; Laboratory for Complex Systems and Networks, Macedonian Academy of Sciences and Arts, Skopje, Macedonia; Department of Electronic Systems, Aalborg University, Aalborg, Denmark",IEEE Signal Processing Letters,"16 Dec 2016","2017","24","1","17","21","Cloud-radio access network (C-RAN) is characterized by a hierarchical structure, in which the baseband-processing functionalities of remote radio heads (RRHs) are implemented by means of cloud computing at a central unit (CU). A key limitation of C-RANs is given by the capacity constraints of the fronthaul links connecting RRHs to the CU. In this letter, the impact of this architectural constraint is investigated for the fundamental functions of random access and active user equipment (UE) identification in the presence of a potentially massive number of UEs. In particular, the standard C-RAN approach based on quantize-and-forward and centralized detection is compared to a scheme based on an alternative CU-RRH functional split that enables local detection. Both techniques leverage Bayesian sparse detection. Numerical results illustrate the relative merits of the two schemes as a function of the system parameters.","1558-2361","","10.1109/LSP.2016.2633962","German Research Society (DFG)(grant numbers:659/13-1); U.S. National Science Foundation(grant numbers:CCF-1525629); Danish Council for Independent Research; Fulbright Commission; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7762775","C-RAN;fronthaul limitations;random access","Fading channels;Quantization (signal);Baseband;Cloud computing;Standards;Bayes methods;Time-frequency analysis","","36","1","20","IEEE","1 Dec 2016","","","IEEE","IEEE Journals"
"Fast Online Video Synopsis Based on Potential Collision Graph","Y. He; Z. Qu; C. Gao; N. Sang","National Key Laboratory of Science and Technology on Multi-spectral Information Processing, School of Automation, Huazhong University of Science and Technology, Wuhan, China; Air Force Early Warning Academy, Wuhan, China; National Key Laboratory of Science and Technology on Multi-spectral Information Processing, School of Automation, Huazhong University of Science and Technology, Wuhan, China; National Key Laboratory of Science and Technology on Multi-spectral Information Processing, School of Automation, Huazhong University of Science and Technology, Wuhan, China",IEEE Signal Processing Letters,"16 Dec 2016","2017","24","1","22","26","Video synopsis is a smart solution to fast browsing and retrieval of raw surveillance data, in which tube rearrangement plays a key role. However, conventional methods for tube rearrangement are based on minimizing a global energy function, which is computational intensive and time consuming. In this letter, we propose a novel tube rearrangement strategy for online video synopsis by analyzing collision relationship between tubes. A potential collision graph (PCG) is constructed to represent the tubes and their potential collision relationship. Based on the PCG, tube rearrangement is achieved by filling the tubes into synopsis video in a deterministic way, which decreases computational complexity. Finally, we incorporate the proposed tube rearrangement into an online framework to generate video synopsis and validate its efficiency with extensive experiments.","1558-2361","","10.1109/LSP.2016.2633374","National Natural Science Foundation of China(grant numbers:61401504,61401170); China Postdoctoral Science Foundation(grant numbers:2014M562562); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7762044","Online tube rearrangement;potential collision graph (PCG);video synopsis","Electron tubes;Surveillance;Optimization;Computational complexity;Indexes;Estimation;Information processing","","26","","25","IEEE","29 Nov 2016","","","IEEE","IEEE Journals"
"Wireless Signal Travel Distance Estimation Using Non-Coprime Wavelengths","W. Li; X. Wang; B. Moran","Data61/CSIRO, Canberra, ACT, Australia; School of Electrical and Computer Engineering, RMIT University, Melbourne, Australia; School of Electrical and Computer Engineering, RMIT University, Melbourne, Australia",IEEE Signal Processing Letters,"15 Dec 2016","2017","24","1","27","31","The Chinese remainder theorem (CRT) is often used to find unwrap signal phase over multiple wavelengths as a means of estimating total travel time of a signal. Existing approaches, implemented efficiently in closed form using either standard CRT or methods derived from lattice theory, require the wavelengths involved to be coprime. This can be a limiting factor in real applications, especially where the available signal bandwidth is limited. In this letter, we derive a new algorithm to extend the closed-form lattice algorithm to accommodate non-coprime wavelengths. The benefit of this development is demonstrated with a Wi-Fi wireless device localization example.","1558-2361","","10.1109/LSP.2016.2632708","US Air Force Office of Scientific Research(grant numbers:FA9550-12-1-0418); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7756311","Distance estimation;lattice theory;phase ambiguity","Lattices;Estimation;Phase measurement;Cathode ray tubes;Bandwidth;Wavelength measurement;Australia","","10","","18","IEEE","24 Nov 2016","","","IEEE","IEEE Journals"
