Authors,Author Affiliations,Publication Year,Funding Information,Author Keywords,IEEE Terms
F. Wu; Y. Ma; H. Jin; X. -Y. Jing; G. -P. Jiang,"College of Automation and College of Artificial Intelligence, Nanjing University of Posts and Telecommunications, Nanjing, China; College of Automation and College of Artificial Intelligence, Nanjing University of Posts and Telecommunications, Nanjing, China; College of Automation and College of Artificial Intelligence, Nanjing University of Posts and Telecommunications, Nanjing, China; School of Computer Science, Wuhan University, Wuhan, China; College of Automation and College of Artificial Intelligence, Nanjing University of Posts and Telecommunications, Nanjing, China",2024,"National Key R&D Program of China(grant numbers:2023YFB2904000,2023YFB2904003,2023YFB2904004); National Natural Science Foundation of China(grant numbers:62076139); 1311 Talent Program of Nanjing University of Posts and Telecommunications; Postgraduate Research and Practice Innovation Program of Jiangsu Province(grant numbers:SJCX22_0289); ",Text-guided image editing;GAN;CLIP,Semantics;Generative adversarial networks;Training;Task analysis;Flowering plants;Birds;Telecommunications
E. Ruiz-Moreno; B. Beferull-Lozano,"WISENET Center, Department of ICT, University of Agder, Grimstad, Norway; WISENET Center, Department of ICT, University of Agder, Grimstad, Norway",2024,SFI Offshore Mechatronics(grant numbers:237896/O30); Norges Forskningsråd; PETROMAKS Smart-Rig(grant numbers:244205/E30); ,Online learning;reproducing kernel Hilbert space;multi-kernel learning,Dictionaries;Kernel;Costs;Task analysis;Upper bound;Complexity theory;Measurement
S. Wen; P. Li; H. Zhang,"Department of Key Lab of Industrial Computer Control Engineering of Hebei Province, Engineering Research Center of the Ministry of Education for Intelligent Control System and Intelligent Equipment, Yanshan University, Qinhuangdao, China; Department of Key Lab of Industrial Computer Control Engineering of Hebei Province, Engineering Research Center of the Ministry of Education for Intelligent Control System and Intelligent Equipment, Yanshan University, Qinhuangdao, China; Department of Electronic and Electrical Engineering, Southern University of Science and Technology, Shenzhen, China",2024,National Natural Science Foundation of China(grant numbers:62273296); National Natural Science Foundation of China; Royal Society of Britain(grant numbers:62111530148); Hebei Innovation Capability Improvement Plan Project(grant numbers:22567619H); ,KPConv;point cloud segmentation;self attention;SemanticKITTI;transformer,Point cloud compression;Transformers;Feature extraction;Task analysis;Three-dimensional displays;Convolution;Transformer cores
Y. Wang; Y. Zhang; Q. Guo; M. Zhao; Y. Jiang,"Key Laboratory of Symbolic Computation and Knowledge Engineering of Ministry of Education, Jilin University, Changchun, China; Key Laboratory of Symbolic Computation and Knowledge Engineering of Ministry of Education, Jilin University, Changchun, China; College of Software, Jilin University, Changchun, China; College of Earth Sciences, Jilin University, Changchun, China; Key Laboratory of Symbolic Computation and Knowledge Engineering of Ministry of Education, Jilin University, Changchun, China",2024,"National Natural Science Foundation of China(grant numbers:62072211,51939003,U20A20285); ",Fusion network;image enhancement;low-light;nighttime vision,Pipelines;Training;Semantics;Cameras;Signal processing algorithms;Visualization;Streaming media
Z. Tang; H. -S. Wong; Z. Yu,"Academy for Engineering and Technology, Fudan University, Shanghai, China; Department of Computer Science, City University of Hong Kong, Hong Kong SAR, China; Academy for Engineering and Technology, Fudan University, Shanghai, China",2024,National Natural Science Foundation of China(grant numbers:82103964); ,Deep learning;early fundus screening;privacy-preserving;multi-disease;unsupervised domain regularizer,Diseases;Image recognition;Privacy;Deep learning;Adaptation models;Feature extraction;Federated learning
Q. He; Z. Cheng; Z. Wang; Z. He,"University of Electronic Science and Technology of China, Chengdu, China; University of Electronic Science and Technology of China, Chengdu, China; University of Electronic Science and Technology of China, Chengdu, China; University of Electronic Science and Technology of China, Chengdu, China",2024,"National Natural Science Foundation of China(grant numbers:62301124,62371096,62031007); China Postdoctoral Science Foundation(grant numbers:2023M740530); Sichuan Science and Technology Program(grant numbers:2023NSFSC1385); ",Constrained adaptive monopulse (CAM);Cramer-Rao bound (CRB);angle estimation,Estimation;Signal to noise ratio;Interference;Signal processing algorithms;Approximation error;Covariance matrices;Cramer-Rao bounds
X. Kang; M. Li; X. Chen; F. Li; C. Meng,"Institute of Statistics and Big Data, Renmin University of China, Beijing, China; Institute of Statistics and Big Data, Renmin University of China, Beijing, China; Faculty of Information Technology, Beijing University of Technology, Beijing, China; Faculty of Information Technology, Beijing University of Technology, Beijing, China; Institute of Statistics and Big Data, Renmin University of China, Beijing, China",2024,National Natural Science Foundation of China(grant numbers:12101606); Renmin University of China; Outstanding Innovative Talents Cultivation Funded Programs 2021; ,Hausdorff distance;interval data;interval privacy;linear regression model;metric space,Data privacy;Linear regression;Data models;Extraterrestrial measurements;Upper bound;Synthetic data;Predictive models
R. Lin; Y. Chen; H. C. So; J. Li,"Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Department of Electrical Engineering, City University of Hong Kong, Hong Kong SAR, China; Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL, USA",2024,,Autocorrelation function;binary sequence;gradient based method;low correlation zone;peak sidelobe level minimization,Signal processing algorithms;Autocorrelation;Linear programming;Sensors;Measurement;Radar;Minimization
S. Dutta; A. Basarab; D. Kouamé; B. Georgeot,"Department of Radiology, Weill Cornell Medicine, Cornell University, New York, NY, USA; Université de Lyon, INSA-Lyon, Université Claude Bernard Lyon 1, UJM-Saint Etienne, CNRS, Inserm, CREATIS UMR 5220, U1294, Villeurbanne, France; IRIT, Université de Toulouse, CNRS, Toulouse INP, UT3, Toulouse, France; Laboratoire de Physique Théorique, Université de Toulouse, CNRS, UPS, Toulouse, France",2024,CNRS; NIH(grant numbers:R01GM143388); ,Quantum computation;quantum signal denoising;quantum signal processing;amplitude amplification;quantum signal representation;quantum noise,Registers;Signal processing algorithms;Noise reduction;Quantum algorithm;Transforms;Quantum state;Noise measurement
P. Vitolo; R. Liguori; L. D. Benedetto; A. Rubino; G. D. Licciardo,"Department of Industrial Engineering, University of Salerno, Fisciano, Salerno, Italy; Department of Industrial Engineering, University of Salerno, Fisciano, Salerno, Italy; Department of Industrial Engineering, University of Salerno, Fisciano, Salerno, Italy; Department of Industrial Engineering, University of Salerno, Fisciano, Salerno, Italy; Department of Industrial Engineering, University of Salerno, Fisciano, Salerno, Italy",2024,"Italian Ministry of Education, University and Research; ",Autoencoder;edge computing;keyword spotting;neural network;speech feature extraction,Feature extraction;Training;Decoding;Kernel;Convolution;Mel frequency cepstral coefficient;Computational complexity
C. Li; F. Yang; J. Yang,"Key Laboratory of Noise and Vibration Research, Institute of Acoustics, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Acoustics, Institute of Acoustics, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Noise and Vibration Research, Institute of Acoustics, Chinese Academy of Sciences, Beijing, China",2024,Beijing Natural Science Foundation(grant numbers:4242013); National Natural Science Foundation of China(grant numbers:62171438); IACAS Frontier Exploration Project(grant numbers:QYTS202111); ,Bone-conducted speech;speech enhancement;speech synthesis;attention;spectral energy distance,Time-domain analysis;Speech processing;Convolution;Training;Windows;Neural networks;Atmospheric modeling
P. P. Vaidyanathan,"Department of Electrical Engineering, California Institute of Technology, Pasadena, CA, USA",2024,ONR(grant numbers:N00014-21-1-2521); California Institute of Technology; ,Capon beamformer;MVDR beamformer;unit-circle zeros,Standards;Filtering theory;Sensors;Sensor arrays;Random processes;Parallel processing;Matrix decomposition
C. Li; Y. Liu,"Beijing Jiaotong University, Beijing, China; Beijing Jiaotong University, Beijing, China",2024,Beijing Natural Science Foundation(grant numbers:L222051); Fundamental Research Funds for the Central Universities(grant numbers:2022JBMC049); ,White blood cells;classification;illumination intensity invariance;generalizability;leukaemia,Lighting;White blood cells;Training;Task analysis;Color;Microscopy;Mathematical models
Y. Chen; L. Shan; Y. Qu; W. Zhang; L. Chang,"School of Automation, Nanjing University of Science and Technology, Nanjing, China; School of Automation, Nanjing University of Science and Technology, Nanjing, China; School of Automation, Nanjing University of Science and Technology, Nanjing, China; School of Automation, Nanjing University of Science and Technology, Nanjing, China; School of Automation, Nanjing University of Science and Technology, Nanjing, China",2024,National Natural Science Foundation of China(grant numbers:U1913203); Natural Science Foundation of Jiangsu Province(grant numbers:BK20191286); Fundamental Research Funds for the Central Universities(grant numbers:30920021139); ,Semantic segmentation;unsupervised learning;domain adaptation;deep learning;masked image modeling,Semantic segmentation;Meteorology;Task analysis;Standards;Training;Roads;Visualization
Q. Wang; P. Yang; L. Dou,"National Key Laboratory of Transient Physics, Nanjing University of Science and Technology, Nanjing, China; National Key Laboratory of Transient Physics, Nanjing University of Science and Technology, Nanjing, China; National Key Laboratory of Transient Physics, Nanjing University of Science and Technology, Nanjing, China",2024,National Natural Science Foundation of China(grant numbers:60904085); Foundation of National Key Laboratory of Transient Physics; Foundation of Defence Technology Innovation Special Filed; ,Attention mechanism;deep learning;siamese tracker;visual object tracking,Convolution;Training;Object tracking;Visualization;Transient analysis;Physics;Optimization
Q. Ming; X. Xiao,"School of Automation, Beijing Institute of Technology, Beijing, China; School of Information Resource Management, Liaoning University, Shenyang, China",2024,IEEE Publication Technology Department; ,Medical image segmentation;dice loss;convolutional neural network;gradient descent algorithm,Image segmentation;Feature extraction;Training;Medical diagnostic imaging;Convergence;Semantics;Task analysis
W. Wei; Y. Hu; H. Huang; L. He,"School of Computer Science and Technology, Xinjiang University, Urumqi, China; School of Computer Science and Technology, Xinjiang University, Urumqi, China; School of Computer Science and Technology, Xinjiang University, Urumqi, China; Department of Electrical Engineering, Tsinghua University, Beijing, China",2024,National Natural Science Foundation of China(grant numbers:U1903213); ,Feature calibration;high-order information interaction;speech enhancement,Feature extraction;Convolution;Transformers;Calibration;Speech enhancement;Decoding;Convolutional codes
J. Xu; Y. Wang; X. He; Y. Zou,"School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China",2024,High Performance Computing Center of Central South University; ,Class attention;classification correction;dense kernels;few-shot object detection,Feature extraction;Detectors;Training;Crops;Kernel;Switched mode power supplies;Convolution
X. He; X. Liu; L. Jiao,"Key Laboratory of Intelligent Perception and Image Understanding of the Ministry of Education of China, International Research Center of Intelligent Perception and Computation, School of Artificial Intelligence, Xidian University, Xi'an, China; Key Laboratory of Intelligent Perception and Image Understanding of the Ministry of Education of China, International Research Center of Intelligent Perception and Computation, School of Artificial Intelligence, Xidian University, Xi'an, China; Key Laboratory of Intelligent Perception and Image Understanding of the Ministry of Education of China, International Research Center of Intelligent Perception and Computation, School of Artificial Intelligence, Xidian University, Xi'an, China",2024,"Key Scientific Technological Innovation Research Project; Ministry of Education; Foundation for Innovative Research Groups; National Natural Science Foundation of China(grant numbers:61836009); National Natural Science Foundation of China(grant numbers:U22B2054); National Natural Science Foundation of China(grant numbers:62076192,62006177,61902298,61573267,61906150,62276199); Higher Education Discipline Innovation Project; Program for Cheung Kong Scholars and Innovative Research Team in University(grant numbers:IRT 15R53); ST Innovation Project from the Chinese Ministry of Education; Key Research and Development Program in Shaanxi Province of China(grant numbers:2019ZDLGY03-06); National Science Basic Research Plan in Shaanxi Province of China(grant numbers:2022JQ-607); China Postdoctoral fund(grant numbers:2022T150506); ",Frame interpolation;features learning;global shapes;LSTM;skeleton-based action recognition;salient joints,Shape;Skeleton;Trajectory;Feature extraction;Representation learning;Interpolation;Streaming media
S. Wang; D. Yang; P. Zhai; L. Zhang,"Academy for Engineering and Technology, Fudan University, Shanghai, China; Academy for Engineering and Technology, Fudan University, Shanghai, China; Academy for Engineering and Technology, Fudan University, Shanghai, China; Academy for Engineering and Technology, Fudan University, Shanghai, China",2024,National Key R&D Program of China(grant numbers:2021ZD0113502); Shanghai Municipal Science and Technology Major Project(grant numbers:2021SHZDZX0103); ,Human action analysis;cross-modal interaction;action quality assessment;CPR skill training,Training;Visualization;Signal processing algorithms;Testing;Task analysis;Signal processing;Pressing
C. Sun; H. Li; C. Xu; L. Ma; H. Li,"Faculty of Computing, Harbin Institute of Technology, Harbin, China; Faculty of Computing, Harbin Institute of Technology, Harbin, China; Faculty of Computing, Harbin Institute of Technology, Harbin, China; Faculty of Computing, Harbin Institute of Technology, Harbin, China; Faculty of Computing, Harbin Institute of Technology, Harbin, China",2024,,Nonstationary signals;EMD;mode mixing problem;masking signals;universal mode mixing measure index,Optimization;Indexes;Signal processing algorithms;Power system reliability;Oscillators;Flowcharts;Filtering
L. Ye; C. Gao; G. Cheng; L. Luo; Q. Zhao,"Key Laboratory of Speech Acoustics and Content Understanding, Institute of Acoustics, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Speech Acoustics and Content Understanding, Institute of Acoustics, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Speech Acoustics and Content Understanding, Institute of Acoustics, Chinese Academy of Sciences, Beijing, China; Guangdong Provincial Public Security Department, Guangzhou, China; Key Laboratory of Speech Acoustics and Content Understanding, Institute of Acoustics, Chinese Academy of Sciences, Beijing, China",2024,National Key R&D Program of China(grant numbers:2022ZD0116103); Youth Innovation Promotion Association; Chinese Academy of Sciences and the Frontier Exploration Project Independently Deployed by Institute of Acoustics; Chinese Academy of Sciences(grant numbers:QYTS202011); ,Neural speech quantization;automatic speech recognition;low bit rate,Speech recognition;Quantization (signal);Transformers;Training;Speech processing;Servers;Decoding
