Authors,Author Affiliations,Publication Year,Funding Information,Author Keywords,IEEE Terms
J. Liang; P. Stoica; Y. Jing; J. Li,"School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China; Department of Information Technology, Uppsala University, Uppsala SE, Sweden; School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China; Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China",2018,"Natural Science Foundation of China(grant numbers:61471295); Central University Funds(grant numbers:G2016KY0308,G2016KY0002,17GH030144); Key Research Program of Frontier Sciences, CAS(grant numbers:QYZDY-SSW-JSC035); ",Alternating direction method of multipliers (ADMM);flat-spectrum periodic unimodular sequence design;phase retrieval,Signal processing algorithms;Signal to noise ratio;Algorithm design and analysis;Convex functions;Estimation;Pollution measurement;Cost function
D. Liu; M. Flierl,"School of Electrical Engineering, KTH Royal Institute of Technology, Stockholm, Sweden; School of Electrical Engineering, KTH Royal Institute of Technology, Stockholm, Sweden",2018,Swedish Research Council(grant numbers:2011-5841); ,Covariance model;hierarchical coding of image sequences;motion-adaptive transform coding,Covariance matrices;Laplace equations;Transforms;Correlation;Encoding;Matrix decomposition;Image sequences
L. Zhu; Y. Hao; Y. Song,"North Automatic Control Technology Institute, Taiyuan, China; North Automatic Control Technology Institute, Taiyuan, China; North Automatic Control Technology Institute, Taiyuan, China",2018,,  ${{\boldsymbol{l}}_{1/2}}$   regularization;dynamic background;foreground detection;low-rank modeling;total variation (TV),Sparse matrices;TV;Object detection;Optimization;Matrix decomposition;Adaptation models;Heuristic algorithms
E. H. S. Diop; R. Alexandre; A. . -O. Boudraa,"Department of Mathematics, University of Thies, Thies BP 967, Senegal; University of Science and Technology of Hanoi (USTH), 18 Hoang Quoc Viet, Cau Giay, Ha Noi, Viet nam; Information Modeling and Processing of Maritime Data group, French Naval Academy IRENav, Brest, France",2018,,Approximation methods;image representation;morphological operators;partial differential equations,Two dimensional displays;Viscosity;Empirical mode decomposition;Art;Signal processing algorithms;Mathematical model;Interpolation
G. Li; L. Zeng; L. Zhang; Q. M. J. Wu,"Department of Education, and the College of Marine Geosciences, Ocean University of China, Qingdao, China; College of Engineering, Ocean University of China, Qingdao, China; College of Engineering, Ocean University of China, Qingdao, China; Department of Electrical and Computer Engineering, University of Windsor, Windsor, ON, Canada",2018,"National Technology Program for Public Welfare(grant numbers:201505002); National Natural Science Foundation of China(grant numbers:41506114,61603361); ",Duffing oscillator;extreme learning machine (ELM);feature extraction;state identification,Oscillators;Feature extraction;Mathematical model;Time series analysis;Orbits;Signal to noise ratio;Bifurcation
Y. Zheng; H. Ye; L. Wang; J. Pu,"Shanghai Advanced Research Institute, Chinese Academy of Sciences, Shanghai, China; Shanghai Advanced Research Institute, Chinese Academy of Sciences, Shanghai, China; Shanghai Advanced Research Institute, Chinese Academy of Sciences, Shanghai, China; School of Computer Science and Software Engineering, East China Normal University, Shanghai, China",2018,National Natural Science Foundation of China(grant numbers:61602459); Science and Technology Commission of Shanghai Municipality(grant numbers:17511101902); ,Context-aware representation;multiviewpoint depth images;RGB-D images;scene classification,Image color analysis;Data models;Geometry;Convolution;Three-dimensional displays;Training
Y. Shao; N. Sang; C. Gao,"National Key Laboratory of Science and Technology on Multispectral Information Processing, Huazhong University of Science and Technology, Wuhan, China; National Key Laboratory of Science and Technology on Multispectral Information Processing, Huazhong University of Science and Technology, Wuhan, China; National Key Laboratory of Science and Technology on Multispectral Information Processing, Huazhong University of Science and Technology, Wuhan, China",2018,"National Natural Science Foundation of China(grant numbers:61433007,61401170); ",Graph;hyperspectral image (HSI) classification;representation space;semisupervised learning (SSL),Probabilistic logic;Hyperspectral imaging;Optimization;Linear programming;Noise measurement;Laplace equations;Semisupervised learning
M. Yang; L. Sun; X. Yuan; B. Chen,"National Laboratory of Radar Signal Processing, Xidian University, Xi’an, China; National Laboratory of Radar Signal Processing, Xidian University, Xi’an, China; Bell Labs, Murray Hill, USA; Bell Labs, Murray Hill, USA",2018,National Natural Science Foundation of China(grant numbers:61571344); ,Difference coarray;minimum redundancy array (MRA);multiple-input and multiple-output (MIMO) radar;nested array;sensor arrays;sum coarray,MIMO radar;Array signal processing;Sensor arrays;MIMO;Direction-of-arrival estimation;Geometry;Antenna arrays
X. Gu; S. Tu; H. -J. M. Shi; M. Case; D. Needell; Y. Plan,"University of California, Los Angeles, CA, USA; University of California, Los Angeles, CA, USA; University of California, Los Angeles, CA, USA; University of California, Los Angeles, CA, USA; University of California, Los Angeles, CA, USA; University of British Columbia, Vancouver, BC, Canada",2018,"NSF(grant numbers:1348721,1045536); NSERC(grant numbers:22R23068); Sloan Foundation; ",Nonlinear Lasso;quantized compressed sensing (CS);quantization,Quantization (signal);Standards;Compressed sensing;Estimation;Error analysis;Reconstruction algorithms;Optimization
T. C. Gulcu; H. M. Ozaktas,"TUBITAK, Advanced Technologies Research Institute, Ankara, Turkey; Department of Electrical Engineering, Bilkent University, Ankara, Turkey",2018,,Finite-energy signals;nonbandlimited signals;prolate spheroidal functions;reconstruction error;sampling theory;unbandlimited signals;uncertainty principle;uncertainty relationship,Eigenvalues and eigenfunctions;Fourier transforms;Uncertainty;Interpolation;Frequency-domain analysis;Indexes;Propagation
