Authors,Author Affiliations,Publication Year,Funding Information,Author Keywords,IEEE Terms
X. Lin; Y. Huang; W. -K. Ma,"School of Information Engineering, Guangdong University of Technology, Guangzhou, China; School of Information Engineering, Guangdong University of Technology, Guangzhou, China; Department of Electronic Engineering, The Chinese University of Hong Kong, Shatin, Hong Kong",2021,"National Natural Science Foundation of China(grant numbers:11871168,U1701266); ",Feedback path errors;frequency division duplexing system;quantized channel feedback;robust downlink beamforming;the strong duality of QCQP,Array signal processing;Channel estimation;Signal to noise ratio;Interference;Optimization;Downlink;Receivers
S. Fang; X. Pan; S. Xiang; C. Pan,"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, China; College of Mobile Telecommunications, Chongqing University of Posts and Telecommunications, Chongqing, China; National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, China; National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, China",2021,"AI(grant numbers:2018AAA0100400); National Natural Science Foundation of China(grant numbers:91646207,62076242,61773377,61976208); ",Data fusion;deep learning;graph convolution;meta-learning;traffic flow prediction;traffic network,Convolution;Data integration;Predictive models;Feature extraction;Decoding;Task analysis
S. Zhang; Z. Yang; J. Yang; Y. Huang,"Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China",2021,"National Key Research and Development Program of China(grant numbers:2018YFB0804103); National Natural Science Foundation of China(grant numbers:61862002,U1705261,U1936216); ",Controllable text generation;linguistic steganography;rejection sampling;semantic steganography,Semantics;Linguistics;Aerospace electronics;Signal processing algorithms;Security;Task analysis;Motion pictures
E. Soubies; A. Chinatto; P. Larzabal; J. M. T. Romano; L. Blanc-Féraud,"IRIT, Université de Toulouse, CNRS, Toulouse, France; School of Electrical and Computer Engineering, University of Campinas, Campinas, Brazil; Laboratoire SATIE, Université Paris-Saclay, Gif-sur-Yvette, France; School of Electrical and Computer Engineering, University of Campinas, Campinas, Brazil; Université Côte d'Azur, CNRS, INRIA, I3S, Sophia-Antipolis, France",2021,Capes/Cofecub-Ph(grant numbers:960/20); ," $\ell _{2,0}$ -norm minimization;DOA;exact relaxations;MMV-sparse optimization",Estimation;Direction-of-arrival estimation;Optimization;Antenna arrays;Signal processing algorithms;Sparse matrices;Minimization
D. S. Kim; E. Lee,"Department of Electronics Engineering, Hankuk University of Foreign Studies, Yongin-si, Gyeonggi-do, Korea; Department of Electronics Engineering, Hankuk University of Foreign Studies, Yongin-si, Gyeonggi-do, Korea",2021,National Research Foundation of Korea; Korea government(grant numbers:2020R1A2C1009895); Hankuk University of Foreign Studies; ,Flat-panel dynamic radiography detector;fluoroscopy imaging;lag correction factor;power spectral density,Detectors;Correlation;X-ray imaging;Reactive power;Image sequences;Heuristic algorithms;Noise measurement
K. Tan; B. Xu; A. Kumar; E. Nachmani; Y. Adi,"Department of Computer Science and Engineering, The Ohio State University, Columbus, OH, USA; Facebook Reality Labs, Redmond, WA, USA; Facebook Reality Labs, Redmond, WA, USA; Facebook AI Research, Tel Aviv, Israel; Facebook AI Research, Tel Aviv, Israel",2021,,Binaural speaker separation;self-attention;interaural cue preservation;time-domain,MIMO communication;Ear;Training;Logic gates;MISO communication;Time-domain analysis;Signal to noise ratio
S. S. Jayaweera; C. U. S. Edussooriya; C. Wijenayake; P. Agathoklis; L. T. Bruton,"Department of Electronic and Telecommunication Engineering, University of Moratuwa, Moratuwa, Sri Lanka; Department of Electronic and Telecommunication Engineering, University of Moratuwa, Moratuwa, Sri Lanka; School of Information Technology and Electrical Engineering, University of Queensland, Brisbane, QLD, Australia; Department of Electrical and Computer Engineering, University of Victoria, Victoria, BC, Canada; Department of Electrical and Computer Engineering, University of Calgary, Calgary, AB, Canada",2021,,Light fields;low complexity;multi-dimensional FIR filters;sparse filters;volumetric refocusing,Finite impulse response filters;Passband;Computational complexity;Cameras;Optimization;Degradation;Task analysis
P. Ma; J. Li; F. Xu; X. Zhang,"College of Electronic and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Electronic and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Electronic and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Electronic and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China",2021,"National Natural Science Foundation of China(grant numbers:61971217,61971218,61631020,61601167,62071476); Sonar Technology Key Laboratory; China Postdoctoral Science Foundation(grant numbers:2020M681585); Jiangsu Postdoctoral Science Foundation(grant numbers:2020Z013); Natural Science Foundation of Jiangsu Province(grant numbers:BK20170813); ",Direction of arrival estimation;coprime array;difference co-array;uniform degree of freedom,Sensor arrays;Spatial resolution;Array signal processing;Mutual coupling;Direction-of-arrival estimation
J. A. Kunzler; R. P. Lemos; N. Karcher; O. Sander,"Escola de Engenharia Eletrica, Mecanica e de Computacao, Universidade Federal de Goiás - UFG, Goiânia, Brazil; Escola de Engenharia Eletrica, Mecanica e de Computacao, Universidade Federal de Goiás - UFG, Goiânia, Brazil; Institute for Data Processing and Electronics, Karlsruher Institut für Technologie, Karlsruhe, Germany; Institute for Data Processing and Electronics, Karlsruher Institut für Technologie, Karlsruhe, Germany",2021,Be Mundus Program and by CAPES; ,Array signal processing;eigenvalue decomposition;microwave SQUID multiplexer;neutrino mass investigation,SQUIDs;Magnetic resonance;Sensor arrays;Eigenvalues and eigenfunctions;Detectors;Temperature sensors;Maximum likelihood estimation
A. Wang,"School of Big Data and Computer Science, Guizhou Normal University, Guiyang, China",2021,Guizhou Normal University for Youth Doctors(grant numbers:GZNUD[2018]32); ,Depth map;feature aggregation;light field;saliency;salient object detection,Feature extraction;Saliency detection;Fuses;Visualization;Streaming media;Two dimensional displays;Signal processing algorithms
X. Wang; G. Huang; J. Benesty; J. Chen; I. Cohen,"Center of Intelligent Acoustics and Immersive Communications, Northwestern Polytechnical University, Xi’an, China; Andrew and Erna Viterby Faculty of Electrical Engineering, Technion–Israel Institute of Technology, Technion City, Haifa, Israel; INRS-EMT, University of Quebec, Montreal, QC, Canada; Center of Intelligent Acoustics and Immersive Communications, Northwestern Polytechnical University, Xi’an, China; Andrew and Erna Viterby Faculty of Electrical Engineering, Technion–Israel Institute of Technology, Technion City, Haifa, Israel",2021,National Key Research and Development Program of China(grant numbers:2018AAA0102200); Key Program of National Science Foundation of China(grant numbers:61831019); NSFC and Israel Science Foundation(grant numbers:61761146001); ,Kronecker product;time delay estimation,Estimation;Microphones;Signal to noise ratio;Reverberation;Noise measurement;Intelligent sensors;Gaussian noise
M. Ferreira Da Costa; Y. Chi,"Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, USA; Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, USA",2021,"Office of Naval Research(grant numbers:N00014-18-1-2142,N00014-19-1-2404); NSF CAREER(grant numbers:ECCS-1650449); ARO(grant numbers:W911NF-18-1-0303); ",Atomic norm minimization;positive sources;sparse arrays;dimensionality reduction,Signal processing algorithms;Minimization;Linear antenna arrays;Atomic measurements;Linear matrix inequalities;Dimensionality reduction;Covariance matrices
Y. Li; Y. Chang; Y. Ye; X. Zou; S. Zhong; L. Yan,"National Key Laboratory of Science and Technology on Multi-spectral Information Processing, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; Pengcheng Lab, Shenzhen, China; National Key Laboratory of Science and Technology on Multi-spectral Information Processing, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; National Key Laboratory of Science and Technology on Multi-spectral Information Processing, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; National Key Laboratory of Science and Technology on Multi-spectral Information Processing, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; National Key Laboratory of Science and Technology on Multi-spectral Information Processing, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China",2021,National Natural Science Foundation of China(grant numbers:61971460); National Advanced Research Foundation of China(grant numbers:61406190102); China Postdoctoral Science Foundation(grant numbers:2020M672748); ,Aircraft;landmark detection;category information;convolutional neural networks,Aircraft;Feature extraction;Streaming media;Aircraft manufacture;Visualization;Training;Image edge detection
D. Parashar; D. K. Agrawal,"Department of Electronics and Communication Engineering, Maulana Azad National Institute of Technology, Bhopal, India; Department of Electronics and Communication Engineering, Maulana Azad National Institute of Technology, Bhopal, India",2021,,Glaucoma;fundus images;empirical wavelet transform;feature extraction;multiclass classification,Feature extraction;Databases;Transforms;Filter banks;Classification algorithms;Signal processing algorithms;Image color analysis
G. Zhang; H. -C. Wong; S. -L. Lo,"Faculty of Information Technology, Macau University of Science and Technology, Macao, China; Faculty of Information Technology, Macau University of Science and Technology, Macao, China; Faculty of Information Technology, Macau University of Science and Technology, Macao, China",2021,"Science and Technology Development Fund of Macao SAR(grant numbers:0016/2019/A1,0027/2018/A1); ",Attention;deep networks;unsupervised video object segmentation,Logic gates;Object segmentation;Training;Task analysis;Semantics;Decoding;Visualization
X. Jiang; S. Wu; Y. Chen; L. Qiu,"School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; Beijing Institute of Tracking and Telecommunications Technology, Beijing, China; Beijing Institute of Tracking and Telecommunications Technology, Beijing, China",2021,,Phase modulation;parameter estimation;sinusoidal frequency-modulated signals,Frequency modulation;Phase modulation;Estimation;Signal to noise ratio;Frequency estimation;Time-frequency analysis;Simulation
C. Lordelo; E. Benetos; S. Dixon; S. Ahlbäck; P. Ohlsson,"School of Electronic Engineering and Computer Science, Queen Mary University of London, London, U.K.; School of Electronic Engineering and Computer Science, Queen Mary University of London, London, U.K.; School of Electronic Engineering and Computer Science, Queen Mary University of London, London, U.K.; Doremir Music Research AB, Stockholm, Sweden; Doremir Music Research AB, Stockholm, Sweden",2021,European Union’s Horizon 2020 Research and Innovation; Marie Skłodowska-Curie(grant numbers:765068); ,Source separation;domain adaptation;semi-supervised learning;transfer learning,Training;Task analysis;Source separation;Multiple signal classification;Harmonic analysis;Data models;Adaptation models
H. Zhu; Y. Han; Y. Wang; G. Yuan,"Army Artillery and Air Defense Academy of PLA; Army Artillery and Air Defense Academy of PLA; Army Artillery and Air Defense Academy of PLA; Army Artillery and Air Defense Academy of PLA, Hefei, China",2021,"National Natural Science Foundation of China(grant numbers:61801512); Natural Science Foundation of Anhui Province(grant numbers:2008085QF325,2008085QF314); Scientific research Project of NUDT(grant numbers:zk19-15); Foundation of Anhui Province Laboratory of Advanced Laser Technology(grant numbers:ky19c604); ",Deep features;hybrid cascade filter;handcrafted features;visual tracking,Observers;Visualization;Feature extraction;Robustness;Information filters;Target tracking;Signal processing algorithms
K. Chi; J. Shen; Y. Li; Y. Li; S. Wang,"College of Intelligent Systems Science and Engineering, Harbin Engineering University, Harbin, China; College of Intelligent Systems Science and Engineering, Harbin Engineering University, Harbin, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; Northern Institute of Electronic Equipment, Beijing, China",2021,,Community detection;complex network;multi-function radar;signal sorting,Radar;Sorting;Complex networks;Clustering algorithms;Task analysis;Radar detection;Time series analysis
P. Janbakhshi; I. Kodrasi; H. Bourlard,"Idiap Research Institute, Martigny, Switzerland; Idiap Research Institute, Martigny, Switzerland; Idiap Research Institute, Martigny, Switzerland",2021,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung(grant numbers:CRSII5_173711); ,Spectral subspace;temporal subspace;grassmann discriminant analysis;dysarthria;SVD,Voice activity detection;Feature extraction;Manifolds;Databases;Acoustics;Pathology;Kernel
W. Yang; G. Huang; J. Chen; J. Benesty; I. Cohen; W. Kellermann,"CIAIC, Northwestern Polytechnical University, Xi’an, China; Andrew and Erna Viterby Faculty of Electrical Engineering, Technion–Israel Institute of Technology, Technion City, Haifa, Israel; CIAIC, Northwestern Polytechnical University, Xi’an, China; INRS-EMT, University of Quebec, Montreal, QC, Canada; Andrew and Erna Viterby Faculty of Electrical Engineering, Technion–Israel Institute of Technology, Technion City, Haifa, Israel; LMS, University Erlangen-Nuremberg, Erlangen, Germany",2021,"National Key Research and Development Program of China(grant numbers:2018AAA0102200); Key Program of National Science Foundation of China(grant numbers:61831019); NSFC and the Israel Science Foundation(grant numbers:61761146001,2514/17); ",Beamforming;dereverberation;Kronecker product filter;noise robustness;speech enhancement;weighted-prediction-error,Reverberation;Computational complexity;Additive noise;Predictive models;Covariance matrices;Cost function;Array signal processing
A. Jung; Y. SarcheshmehPour,"Department of Computer Science, Aalto University, Espoo, Finland; Department of Mathematical Sciences, Sharif University of Technology, Tehran, Iran",2021,Academy of Finland(grant numbers:331197); ,Clustering algorithms;distributed algorithms;flow graphs;machine learning;network theory (graphs);semisupervised learning,TV;Clustering methods;Optimization;Minimization;Laplace equations;Message passing;Convergence
L. Li; Z. Huang; J. Zhou,"College of Intelligent Science, National University of Defense Technology, Changsha, China; College of Intelligent Science, National University of Defense Technology, Changsha, China; College of Intelligent Science, National University of Defense Technology, Changsha, China",2021,National Natural Science Foundation of China(grant numbers:51575517); ,Blind identification of encoders;LDPC codes;a posterior probability;probability distribution,Parity check codes;Gaussian distribution;Signal to noise ratio;Probability distribution;Binary phase shift keying;Transmitters;Maximum a posteriori estimation
H. Cai; K. Hamm; L. Huang; J. Li; T. Wang,"Department of Mathematics, University of California, Los Angeles, CA, USA; Department of Mathematics, University of Texas at Arlington, Arlington, TX, USA; Department of Mathematics, University of California, Los Angeles, CA, USA; School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, China; School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, China",2021,Key-Area Research and Development Program of Guangdong Province(grant numbers:2020B010166001); AFOSR MURI(grant numbers:FA9550-18-10502); Office of Naval Research(grant numbers:N0001417121); ARO(grant numbers:W911NF-20-1-0076); National Science Foundation(grant numbers:CCF-1740858); CAREER DMS(grant numbers:1348721); BIGDATA(grant numbers:1740325); Guanddong Introducing Innovative and Entrepreneurial(grant numbers:2016ZT06D211); Cultivation Project of Supercomputing Applications(grant numbers:67000-18843409); ,RPCA;principal component analysis;CUR decomposition;low-rank modeling;outlier removal,Sparse matrices;Principal component analysis;Signal processing algorithms;Matrix decomposition;Tools;Standards;Dimensionality reduction
