Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
IEEE Signal Processing Society,,,IEEE Signal Processing Letters,13 Jan 2022,2021,28,,C2,C2,"Provides a listing of current staff, committee members and society officers.",1558-2361,,10.1109/LSP.2021.3134547,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9681599,,,,,,0,IEEE,13 Jan 2022,,,IEEE,IEEE Journals
Table of Contents,,,IEEE Signal Processing Letters,13 Jan 2022,2021,28,,i,xiv,Presents the table of contents for this issue of this publication.,1558-2361,,10.1109/LSP.2021.3134549,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9681600,,,,,,0,IEEE,13 Jan 2022,,,IEEE,IEEE Journals
Table of Contents,,,IEEE Signal Processing Letters,13 Jan 2022,2021,28,,xv,xxviii,Presents the table of contents for this issue of this publication.,1558-2361,,10.1109/LSP.2021.3134551,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9681602,,,,,,0,IEEE,13 Jan 2022,,,IEEE,IEEE Journals
Robust Downlink Transmit Optimization Under Quantized Channel Feedback via the Strong Duality for QCQP,X. Lin; Y. Huang; W. -K. Ma,"School of Information Engineering, Guangdong University of Technology, Guangzhou, China; School of Information Engineering, Guangdong University of Technology, Guangzhou, China; Department of Electronic Engineering, The Chinese University of Hong Kong, Shatin, Hong Kong",IEEE Signal Processing Letters,15 Jan 2021,2021,28,,1,5,"Consider a robust multiple-input single-output downlink beamforming optimization problem in a frequency division duplexing system. The base station (BS) sends training signals to the users, and every user estimates the channel coefficients, quantizes the gain and the direction of the estimated channel and sends them back to the BS. Suppose that the channel state information at the transmitter is imperfectly known mainly due to the channel direction quantization errors, channel estimation errors and outdated channel effects. The actual channel is modeled as in an uncertainty set composed of two inequality homogeneous and one equality inhomogeneous quadratic constraints, in order to account for the aforementioned errors and effects. Then the transmit power minimization problem is formulated subject to robust signal-to-noise-plus-interference ratio constraints. Each robust constraint is transformed equivalently into a quadratic matrix inequality (QMI) constraint with respect to the beamforming vectors. The transformation is accomplished by an equivalent phase rotation process and the strong duality result for a quadratically constrained quadratic program. The minimization problem is accordingly turned into a QMI problem, and the problem is solved by a restricted linear matrix inequality relaxation with additional valid convex constraints. Simulation results are presented to demonstrate the performance of the proposed method, and show the efficiency of the restricted relaxation.",1558-2361,,10.1109/LSP.2020.3037508,"National Natural Science Foundation of China(grant numbers:11871168,U1701266); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9261099,Feedback path errors;frequency division duplexing system;quantized channel feedback;robust downlink beamforming;the strong duality of QCQP,Array signal processing;Channel estimation;Signal to noise ratio;Interference;Optimization;Downlink;Receivers,,3,,19,IEEE,16 Nov 2020,,,IEEE,IEEE Journals
Meta-MSNet: Meta-Learning Based Multi-Source Data Fusion for Traffic Flow Prediction,S. Fang; X. Pan; S. Xiang; C. Pan,"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, China; College of Mobile Telecommunications, Chongqing University of Posts and Telecommunications, Chongqing, China; National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, China; National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, China",IEEE Signal Processing Letters,15 Jan 2021,2021,28,,6,10,"Traffic flow prediction is a challenging task while most existing works are faced with two main problems in extracting complicated intrinsic and extrinsic features. In terms of intrinsic features, current methods don't fully exploit different functions of short-term neighboring and long-term periodic temporal patterns. As for extrinsic features, recent works mainly employ hand-crafted fusion strategies to integrate external factors but remain generalization issues. To solve these problems, we propose a meta-learning based multi-source spatio-temporal network (Meta-MSNet). The Meta-MSNet is designed with an encoder-decoder structure. The encoder captures neighboring temporal dependencies while the decoder extracts periodic features. Furthermore, two meta-learning based fusion modules are designed to integrate multi-source external data both on temporal and spatial dimensions. Experiments on three real-world traffic datasets have verified the superiority of the proposed model.",1558-2361,,10.1109/LSP.2020.3037527,"AI(grant numbers:2018AAA0100400); National Natural Science Foundation of China(grant numbers:91646207,62076242,61773377,61976208); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9257011,Data fusion;deep learning;graph convolution;meta-learning;traffic flow prediction;traffic network,Convolution;Data integration;Predictive models;Feature extraction;Decoding;Task analysis,,34,,33,IEEE,11 Nov 2020,,,IEEE,IEEE Journals
Linguistic Steganography: From Symbolic Space to Semantic Space,S. Zhang; Z. Yang; J. Yang; Y. Huang,"Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China",IEEE Signal Processing Letters,15 Jan 2021,2021,28,,11,15,"Previous works about linguistic steganography such as synonym substitution and sampling-based methods usually manipulate observed symbols explicitly to conceal secret information, which may give rise to security risks. In this letter, in order to preclude straightforward operation on observed symbols, we explored generation-based linguistic steganography in latent space by means of encoding secret messages in the selection of implicit attributes (semanteme) of natural language. We proposed a novel framework of linguistic semantic steganography based on rejection sampling strategy. Concretely, we utilized controllable text generation model for embedding and semantic classifier for extraction. In experiments, a model based on CTRL and BERT is implemented for further quantitative assessment. Results reveal that our approach is able to achieve satisfactory efficiency as well as nearly perfect imperceptibility. Our code is available at https://github.com/YangzlTHU/Linguistic-Steganography-and-Steganalysis/tree/master/Steganography/Linguistic-Semantic-Steganography.",1558-2361,,10.1109/LSP.2020.3042413,"National Key Research and Development Program of China(grant numbers:2018YFB0804103); National Natural Science Foundation of China(grant numbers:61862002,U1705261,U1936216); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9280343,Controllable text generation;linguistic steganography;rejection sampling;semantic steganography,Semantics;Linguistics;Aerospace electronics;Signal processing algorithms;Security;Task analysis;Motion pictures,,21,,33,IEEE,3 Dec 2020,,,IEEE,IEEE Journals
"Direction-of-Arrival Estimation Through Exact Continuous ℓ2,0-Norm Relaxation",E. Soubies; A. Chinatto; P. Larzabal; J. M. T. Romano; L. Blanc-Féraud,"IRIT, Université de Toulouse, CNRS, Toulouse, France; School of Electrical and Computer Engineering, University of Campinas, Campinas, Brazil; Laboratoire SATIE, Université Paris-Saclay, Gif-sur-Yvette, France; School of Electrical and Computer Engineering, University of Campinas, Campinas, Brazil; Université Côte d'Azur, CNRS, INRIA, I3S, Sophia-Antipolis, France",IEEE Signal Processing Letters,15 Jan 2021,2021,28,,16,20,"On-grid based direction-of-arrival (DOA) estimation methods rely on the resolution of a difficult group-sparse optimization problem that involves the $\ell _{2,0}$ pseudo-norm. In this work, we show that an exact relaxation of this problem can be obtained by replacing the $\ell _{2,0}$ term with a group minimax concave penalty with suitable parameters. This relaxation is more amenable to non-convex optimization algorithms as it is continuous and admits less local (not global) minimizers than the initial $\ell _{2,0}$-regularized criteria. We then show on numerical simulations that the minimization of the proposed relaxation with an iteratively reweighted $\ell _{2,1}$ algorithm leads to an improved performance over traditional approaches.",1558-2361,,10.1109/LSP.2020.3042771,"Capes/Cofecub-Ph(grant numbers:960/20); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9285195," $\ell _{2,0}$ -norm minimization;DOA;exact relaxations;MMV-sparse optimization",Estimation;Direction-of-arrival estimation;Optimization;Antenna arrays;Signal processing algorithms;Sparse matrices;Minimization,,12,,35,IEEE,7 Dec 2020,,,IEEE,IEEE Journals
Signal Lag Measurements Based on Temporal Correlations,D. S. Kim; E. Lee,"Department of Electronics Engineering, Hankuk University of Foreign Studies, Yongin-si, Gyeonggi-do, Korea; Department of Electronics Engineering, Hankuk University of Foreign Studies, Yongin-si, Gyeonggi-do, Korea",IEEE Signal Processing Letters,15 Jan 2021,2021,28,,21,25,"In fluoroscopic imaging, we can acquire x-ray image sequences using a flat-panel dynamic radiography detector. Because of the charge trapping at photodiodes, lag signals occur at the sequentially acquired images and produce lag artifacts. To design low-lag detectors, accurately measuring an amount of the lag signal is important. In the standard of IEC62220-1-3, a lag correction factor (LCF) is measured to obtain a true noise power spectrum, in which a temporal power spectral density (PSD) is employed using steady-state images. However, various noise signals can easily distort the PSD curve and cause erroneous measurements of LCF. In this letter, we propose a measurement algorithm for LCF using the correlation coefficients from steady-state images based on a linear lag model. This method can be a generalized version of a method that is based on the first-order regression model and has a characteristic that is resistant to various noises. Hence, for the standard, the proposed algorithm can be an alternative approach to the PSD method.",1558-2361,,10.1109/LSP.2020.3043976,"National Research Foundation of Korea; Korea government(grant numbers:2020R1A2C1009895); Hankuk University of Foreign Studies; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9291400,Flat-panel dynamic radiography detector;fluoroscopy imaging;lag correction factor;power spectral density,Detectors;Correlation;X-ray imaging;Reactive power;Image sequences;Heuristic algorithms;Noise measurement,,9,,23,IEEE,11 Dec 2020,,,IEEE,IEEE Journals
SAGRNN: Self-Attentive Gated RNN For Binaural Speaker Separation With Interaural Cue Preservation,K. Tan; B. Xu; A. Kumar; E. Nachmani; Y. Adi,"Department of Computer Science and Engineering, The Ohio State University, Columbus, OH, USA; Facebook Reality Labs, Redmond, WA, USA; Facebook Reality Labs, Redmond, WA, USA; Facebook AI Research, Tel Aviv, Israel; Facebook AI Research, Tel Aviv, Israel",IEEE Signal Processing Letters,15 Jan 2021,2021,28,,26,30,"Most existing deep learning based binaural speaker separation systems focus on producing a monaural estimate for each of the target speakers, and thus do not preserve the interaural cues, which are crucial for human listeners to perform sound localization and lateralization. In this study, we address talker-independent binaural speaker separation with interaural cues preserved in the estimated binaural signals. Specifically, we extend a newly-developed gated recurrent neural network for monaural separation by additionally incorporating self-attention mechanisms and dense connectivity. We develop an end-to-end multiple-input multiple-output system, which directly maps from the binaural waveform of the mixture to those of the speech signals. The experimental results show that our proposed approach achieves significantly better separation performance than a recent binaural separation approach. In addition, our approach effectively preserves the interaural cues, which improves the accuracy of sound localization.",1558-2361,,10.1109/LSP.2020.3043977,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9292089,Binaural speaker separation;self-attention;interaural cue preservation;time-domain,MIMO communication;Ear;Training;Logic gates;MISO communication;Time-domain analysis;Signal to noise ratio,,22,,43,IEEE,11 Dec 2020,,,IEEE,IEEE Journals
Multi-Volumetric Refocusing of Light Fields,S. S. Jayaweera; C. U. S. Edussooriya; C. Wijenayake; P. Agathoklis; L. T. Bruton,"Department of Electronic and Telecommunication Engineering, University of Moratuwa, Moratuwa, Sri Lanka; Department of Electronic and Telecommunication Engineering, University of Moratuwa, Moratuwa, Sri Lanka; School of Information Technology and Electrical Engineering, University of Queensland, Brisbane, QLD, Australia; Department of Electrical and Computer Engineering, University of Victoria, Victoria, BC, Canada; Department of Electrical and Computer Engineering, University of Calgary, Calgary, AB, Canada",IEEE Signal Processing Letters,15 Jan 2021,2021,28,,31,35,"Geometric information of scenes available with four-dimensional (4-D) light fields (LFs) paves the way for post-capture refocusing. Light field refocusing methods proposed so far have been limited to a single planar or a volumetric region of a scene. In this letter, we demonstrate simultaneous refocusing of multiple volumetric regions in LFs. To this end, we employ a 4-D sparse finite-extent impulse response (FIR) filter consisting of multiple hyperfan-shaped passbands. We design the 4-D sparse FIR filter as an optimal filter in the least-squares sense. Experimental results confirm that the proposed filter provides 63% average reduction in computational complexity with negligible degradation in the fidelity of multi-volumetric refocused LFs compared to a 4-D nonsparse FIR filter.",1558-2361,,10.1109/LSP.2020.3043990,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9291467,Light fields;low complexity;multi-dimensional FIR filters;sparse filters;volumetric refocusing,Finite impulse response filters;Passband;Computational complexity;Cameras;Optimization;Degradation;Task analysis,,35,,39,IEEE,11 Dec 2020,,,IEEE,IEEE Journals
