"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"FsPN: Blind Image Quality Assessment Based on Feature-Selected Pyramid Network","L. Tang; Y. Han; L. Yuan; G. Zhai","School of Information Science and Technology, Beijing University of Chemical Technology, Beijing, China; School of Information Science and Technology, Beijing University of Chemical Technology, Beijing, China; ICCI and the Institute of Image Communication and Information Processing, Shanghai Jiao Tong University, Shanghai, China; ICCI and the Institute of Image Communication and Information Processing, Shanghai Jiao Tong University, Shanghai, China",IEEE Signal Processing Letters,"16 Dec 2024","2025","32","","1","5","Blind image quality assessment (BIQA) is crucial for user satisfaction and the performance of various image processing applications. Most BIQA methods directly use the pre-trained model to extract features and then perform feature fusion. However, the features extracted by pre-trained models may contain irrelevant information to BIQA. Although some methodspre-train the feature extraction network from scratch, these approaches raise computational costs and resource demands. In this letter, a Feature-selected Pyramid Network(FsPN) is proposed to address this issue from a different perspective. First, a spatial selection module selects useful information from the features extracted by the pre-trained model. Additionally, a pyramid network based on skip connections is utilized to fuse the selected multi-scale features. The proposed method is verified in six public datasets, where it consistently outperformed existing state-of-the-art methods, affirming its effectiveness and adaptability.","1558-2361","","10.1109/LSP.2024.3475912","National Natural Science Foundation of China(grant numbers:52275003); National Key Research and Development Program of China(grant numbers:2023YFB4704000); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10706861","Blind image quality assessment;feature pyramid network;spatial selection module","Feature extraction;Image quality;Convolution;Distortion;Residual neural networks;Computational modeling;Interpolation;Filters;Transformers;Training","","2","","31","IEEE","7 Oct 2024","","","IEEE","IEEE Journals"
"DSTA: Reinforcing Vision-Language Understanding for Scene-Text VQA With Dual-Stream Training Approach","Y. Tan; Y. Chen; J. Wang","Institute of Automation, Chinese Academy of Sciences, Beijing, China; Institute of Automation, Chinese Academy of Sciences, Beijing, China; Institute of Automation, Chinese Academy of Sciences, Beijing, China",IEEE Signal Processing Letters,"16 Dec 2024","2025","32","","6","10","Scene-Text Visual Question Answering (STVQA) is a comprehensive task that requires reading and understanding the text in images to answer the question. Existing methods of exploring the vision-language relationships between questions, images, and scene text have achieved impressive results. However, these studies heavily rely on auxiliary modules, such as external OCR systems and object detection networks, making the question-answering process cumbersome and highly dependent. In addition, OCR text is treated as textual content only in these approaches, while its visual learning is ignored. To alleviate the above problems, we propose a novel end-to-end dual-stream multi-loss training approach called DSTA. Our model first integrates a text spotter into multimodal learning to incorporate overall textual and visual OCR features. Specifically, we propose a novel dual-stream multi-loss training strategy that improves multimodal understanding while training question-answering. In addition, we design OCR Contrastive Learning (OCL) to enhance vision-language understanding by exploring the multimodal features of OCR text in depth. Experiments show that DSTA outperforms previous state-of-the-art methods on two STVQA benchmarks without any extra training data.","1558-2361","","10.1109/LSP.2024.3486104","Strategic Priority Research Program of the Chinese Academy of Sciences(grant numbers:XDA27030600); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10734181","Visual question-answering;multimodal information;sence-text understanding","Optical character recognition;Training;Visualization;Feature extraction;Transformers;Text recognition;Contrastive learning;Belts;Predictive models;Decoding","","","","35","IEEE","24 Oct 2024","","","IEEE","IEEE Journals"
"Single-Satellite EMI Geolocation via Flexibly Constrained UKF Exploiting Doppler Acceleration","Y. Ding; C. Minkler; Y. D. Zhang; D. Shen; K. Pham","Department of Electrical and Computer Engineering, Wichita State University, Wichita, KS, USA; Department of Electrical and Computer Engineering, Wichita State University, Wichita, KS, USA; Department of Electrical and Computer Engineering, Temple University, Philadelphia, PA, USA; Intelligent Fusion Technology, Inc., Germantown, MD, USA; Space Vehicles Directorate, Air Force Research Laboratory, Kirtland AFB, NM, USA",IEEE Signal Processing Letters,"16 Dec 2024","2025","32","","11","15","Single-satellite geolocation achieves effective localization of ground electromagnetic interference (EMI) signals with a low cost compared to the multi-satellite counterparts. In such systems, the Doppler and Doppler rate are commonly exploited to extract the information of the ground EMI sources and the constrained Unscented Kalman filter (cUKF) is found effective to provide instantaneous EMI locations over time. In this letter, we address the benefit of exploiting Doppler acceleration in the underlying single-satellite geolocation problem, and point out that exploiting additional constraint on the altitude of the ground emitter provides enhanced EMI tracking performance. The importance of such constraint is more pronounced in the beginning of the tracking process, whereas removing such constraint after a short period of time does not compromise the performance. The effect of sampling rates on performance and the required time to converge are investigated.","1558-2361","","10.1109/LSP.2024.3487778","Air Force Research Laboratory(grant numbers:FA9453-22-C-A127); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10738314","Electromagnetic interference;single-satellite geolocation;constrained unscented Kalman filter;Doppler frequency;Doppler acceleration","Doppler effect;Satellites;Electromagnetic interference;Three-dimensional displays;Geology;Vectors;Kalman filters;Earth;Accelerometers;Time-frequency analysis","","1","","22","IEEE","29 Oct 2024","","","IEEE","IEEE Journals"
"Sketched Over-Parametrized Projected Gradient Descent for Sparse Spike Estimation","P. -J. Bénard; Y. Traonmilin; J. -F. Aujol","CNRS, Univ. Bordeaux, Bordeaux INP, CNRS, IMB, UMR 5251, Talence, France; CNRS, Univ. Bordeaux, Bordeaux INP, CNRS, IMB, UMR 5251, Talence, France; CNRS, Univ. Bordeaux, Bordeaux INP, CNRS, IMB, UMR 5251, Talence, France",IEEE Signal Processing Letters,"16 Dec 2024","2025","32","","16","20","We consider the problem of recovering off-the-grid spikes from linear measurements in the context of Single Molecule Localization Microscopy (SMLM). State of the art model-based methods such as Over-Parametrized Continuous Orthogonal Matching Pursuit (OP-COMP) with Projected Gradient Descent (PGD) have been shown to successfully recover those signals. The computational cost of these methods scales linearly with the number of measurements. When this number of measurements is large with respect to the dimensionality of the signal, we propose to reduce it with a so-called sketching operator. Based on recent results on compressive sensing in the space of measures, we approximate the ideal sketching operator (benefiting from theoretical recovery guarantees), in the context of SMLM. This sketching method coupled to OP-COMP with PGD shows significant improvements in calculation time in realistic synthetic microscopy experiments.","1558-2361","","10.1109/LSP.2024.3488496","Agence Nationale de la Recherche(grant numbers:ANR-20-CE40-0001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10755061","Non-convex optimization;spike super-resolution;sketching","Microscopy;Position measurement;Fourier transforms;Matching pursuit algorithms;Time measurement;Superresolution;Particle measurements;Frequency measurement;Context modeling;Atmospheric measurements","","","","17","IEEE","15 Nov 2024","","","IEEE","IEEE Journals"
"Zero-Shot Modulation Recognition via Knowledge-Informed Waveform Description","Y. Chen; X. Wang; Z. Huang","State Key Laboratory of Complex Electromagnetic Environment Effects on Electronics and Information System, National University of Defense Technology, Changsha, China; State Key Laboratory of Complex Electromagnetic Environment Effects on Electronics and Information System, National University of Defense Technology, Changsha, China; State Key Laboratory of Complex Electromagnetic Environment Effects on Electronics and Information System, National University of Defense Technology, Changsha, China",IEEE Signal Processing Letters,"16 Dec 2024","2025","32","","21","25","In non-cooperative environments, deep learning-based automatic modulation recognition techniques often struggle with the situations with insufficient or even no training data accessible. In this letter, we investigate this problem in the amplitude-phase-modulation recognition task and introduce a knowledge-informed waveform description for zero-shot recognition generalization. Specifically, drawing inspiration from constellation association knowledge, we define a constellation-based semantic attribute set to describe waveform structures and employ graph formulation to model attributes’ symmetric dependency for improving representations. Subsequently, we align the waveform and semantic spaces by associating waveform and attribute compositional representations, facilitating the transfer of knowledge from the seen to unseen domain. Our scheme can reason the labels of unseen waveform types with the guidance of the attribute description outputting, beyond merely distinguishing test instances as unseen. Experiments validate the efficacy of the proposed method across few-shot and zero-shot recognition tasks.","1558-2361","","10.1109/LSP.2024.3491013","National Natural Science Foundation of China(grant numbers:62271494); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10742404","Automatic modulation recognition;knowledge and data joint-driven learning;zero-shot learning;graph neural networks","Semantics;Modulation;Training;Symmetric matrices;Vectors;Zero shot learning;Symbols;Visualization;Receivers;Laboratories","","2","","25","IEEE","4 Nov 2024","","","IEEE","IEEE Journals"
"Towards Maximum Likelihood Training for Transducer-Based Streaming Speech Recognition","H. Lee; J. W. Yoon; S. Kim; N. S. Kim","XL8 Inc., Seoul, Republic of Korea; Department of Artificial Intelligence, Chung-Ang University, Seoul, Republic of Korea; Institute of New Media and Communications, Department of Electrical and Computer Engineering, Seoul National University, Seoul, Republic of Korea; Institute of New Media and Communications, Department of Electrical and Computer Engineering, Seoul National University, Seoul, Republic of Korea",IEEE Signal Processing Letters,"16 Dec 2024","2025","32","","26","30","Transducer neural networks have emerged as the mainstream approach for streaming automatic speech recognition (ASR), offering state-of-the-art performance in balancing accuracy and latency. In the conventional framework, streaming transducer models are trained to maximize the likelihood function based on non-streaming recursion rules. However, this approach leads to a mismatch between training and inference, resulting in the issue of deformed likelihood and consequently suboptimal ASR accuracy. We introduce a mathematical quantification of the gap between the actual likelihood and the deformed likelihood, namely forward variable causal compensation (FoCC). We also present its estimator, FoCCE, as a solution to estimate the exact likelihood. Through experiments on the LibriSpeech dataset, we show that FoCCE training improves the accuracy of the streaming transducers.","1558-2361","","10.1109/LSP.2024.3491019","Commercializations Promotion Agency for R and D Outcomes; Korea Government(grant numbers:RS2023-00235082); Institute of Information & Communications Technology Planning & Evaluation; Korea Government(grant numbers:2021-0-01341); Artificial Intelligence Graduate School Program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10742492","RNN-transducer (RNN-T);transducer neural network;automatic speech recognition (ASR);streaming ASR","Transducers;Training;Accuracy;Neural networks;Deformable models;Mathematical models;Context modeling;Bayes methods;Maximum likelihood estimation;Dynamic programming","","","","27","IEEE","4 Nov 2024","","","IEEE","IEEE Journals"
"Frequency Domain Prediction of Tonal Signals With Time-Varying Pitches","N. Guo; B. Edler","International Audio Laboratories Erlangen, a joint institution of Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU) and Fraunhofer Institute of Integrated Circuits, IIS, Erlangen, Germany; International Audio Laboratories Erlangen, a joint institution of Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU) and Fraunhofer Institute of Integrated Circuits, IIS, Erlangen, Germany",IEEE Signal Processing Letters,"16 Dec 2024","2025","32","","31","35","In this letter, we propose an Extended Frequency Domain Joint Harmonics Prediction (EFDJHP) algorithm, which does long term prediction directly in the transform domain on tonal signals with time-varying pitches for transform speech and audio coding. EFDJHP is an algorithm extension of a previously proposed Frequency Domain Joint Harmonics Prediction (FDJHP) algorithm where a constant pitch between neighboring frames was assumed (Guo and Edler, 2021). A linearly changing pitch between adjacent frames is assumed in EFDJHP, where the linearity can be assumed to be local and updated across frames. EFDJHP works in a backward prediction fashion without additional algorithmic delay, and needs very few side information for the forward adaption of the predictor coefficients. Bitrate saving analysis and a listening test show that EFDJHP can improve the coding efficiency on tonal signals with frequent pitch variations such as singing voices and speech.","1558-2361","","10.1109/LSP.2024.3491033","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10742484","Long term prediction;time varying pitch;audio coding;FDJHP","Harmonic analysis;Transforms;Time-frequency analysis;Prediction algorithms;Audio coding;Speech coding;Signal processing algorithms;Time-domain analysis;Mathematical models;Chirp","","","","19","IEEE","4 Nov 2024","","","IEEE","IEEE Journals"
"Clean-Label Attack on Face Authentication Systems Through Rolling Shutter Mechanism","Y. Wang; H. Li; L. Zhang; Y. Hu; A. C. Kot","Rapid-Rich Object Search (ROSE) Lab, Nanyang Technological University, Singapore; Department of Electrical Engineering, City University of Hong Kong, Kowloon Tong, Hong Kong; GRGTally-vision I.T. Company, Ltd., Guangzhou, China; South China University of Technology, Guangzhou, China; Rapid-Rich Object Search (ROSE) Lab, Nanyang Technological University, Singapore",IEEE Signal Processing Letters,"16 Dec 2024","2025","32","","36","40","We introduce a novel clean-label black-box face presentation attack on face authentication systems, i.e., face recognition and verification systems, under mild conditions. Different from other clean-label attacks which require inserting complicated or intensity patterns after the image-capturing phase, our designed pattern can be automatically inserted during the exposure by utilizing the rolling shutter mechanism and modulating environment LEDs in a specialized waveform. This method provides a potential way to conduct backdoor attacks in the physical domain. Additionally, we propose an optimization strategy based on evolutionary computing to optimize the parameters of the stripe patterns, enhancing the attack success rate. The experimental results on several face recognition models and face verification services provided by the leading technology companies demonstrate the effectiveness of our attack method. Our study reveals a new attack applicable in the physical world, highlighting significant security concerns for existing face recognition, verification, and face anti-spoofing techniques.","1558-2361","","10.1109/LSP.2024.3493804","NTU-PKU Joint Research Institute; Nanyang Technological University; Ng Teng Fong Charitable Foundation; Science and Technology Foundation of Guangzhou Huangpu Development District(grant numbers:2022GH15); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10747111","Clean-label black-box attack;evolutionary computing;face recognition/verification;rolling shutter","Face recognition;Light emitting diodes;Image color analysis;Faces;Face detection;Data models;Computational modeling;Closed box;Web sites;Video on demand","","1","","26","IEEE","7 Nov 2024","","","IEEE","IEEE Journals"
"Low-Rank EM-Based Imaging for Large-Scale Switched Interferometric Arrays","J. Wang; M. N. E. Korso; L. Bacharach; P. Larzabal","SATIE, Université Paris-Saclay, Gif-sur-Yvette, France; L2S, Université Paris-Saclay, Gif-sur-Yvette, France; SATIE, Université Paris-Saclay, Gif-sur-Yvette, France; SATIE, Université Paris-Saclay, Gif-sur-Yvette, France",IEEE Signal Processing Letters,"16 Dec 2024","2025","32","","41","45","Interferences and computational cost pose significant challenges in large-scale interferometric sensing, impacting the accuracy and numerical efficiency of imaging algorithms. In this letter, we introduce an imaging algorithm using antenna switching based on expectation-maximization (EM) to address both challenges. By leveraging the low-rank noise model, our approach effectively captures interferences in interferometric data. Additionally, the proposed switching strategy between different sub-arrays reduces significantly the computational complexity during image restoration. Through extensive experiments on simulated datasets, we demonstrate the superiority of the low-rank noise model over the Gaussian noise model in the presence of interferences. Furthermore, we show that the proposed switching approach yields similar imaging performance with fewer antennas compared to the full array configuration, thereby reducing computational complexity, while outperforming non-switching configurations with the same number of antennas.","1558-2361","","10.1109/LSP.2024.3495554","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10748388","Antenna array processing;Barankin bound;Cramér–Rao bound;EM algorithm;interferometric array","Imaging;Switches;Antennas;Computational modeling;Antenna arrays;Vectors;Signal processing algorithms;Radio interferometry;Correlation;Computational complexity","","","","36","IEEE","11 Nov 2024","","","IEEE","IEEE Journals"
"Coarray Tensor Train Aided Target Localization for Bistatic MIMO Radar","Q. Xie; F. Wen; X. Xie; Z. Wang; X. Pan","State Key Laboratory of Complex Electromagnetic Environment Effects on Electronics and Information System, National University of Defense Technology, Changsha, China; Institute of Vehicle Information Control and Network Technology, Hubei University of Automotive Technology, Shiyan, China; State Key Laboratory of Complex Electromagnetic Environment Effects on Electronics and Information System, National University of Defense Technology, Changsha, China; State Key Laboratory of Complex Electromagnetic Environment Effects on Electronics and Information System, National University of Defense Technology, Changsha, China; State Key Laboratory of Complex Electromagnetic Environment Effects on Electronics and Information System, National University of Defense Technology, Changsha, China",IEEE Signal Processing Letters,"16 Dec 2024","2025","32","","46","50","In this letter, a coarray Tensor Train (TT) decomposition method is proposed to locate the targets in bistatic Multiple-Input Multiple-Output (MIMO) radar with uniform planar array (UPA) geometry. Initially, a five-dimensional (5-D) tensor model is established to preserve the multi-dimensional structure in the receive part. Subsequently, a four-dimensional (4-D) low-rank tensor can be obtained by removing redundant elements in the difference coarray of the eight-dimensional (8-D) covariance tensor. The TT-SVD algorithm is then applied to convert this 4-D tensor into a sequential product of lower-order TT-cores. Compared to CANDECOMP/PARAFAC decomposition (CPD) and Tucker decomposition (TD), the advantages of TTD include flexible multi-way data representation and mitigation of the curse of dimensionality. Furthermore, by using the relationship between Vandermonde factors matrices and TT-cores, a new method by combining different TT-cores is devised to estimate the angle parameters. Simulation results confirm the superiority of the proposed TT-aided method over other tensor-based methods for bistatic MIMO radar.","1558-2361","","10.1109/LSP.2024.3495555","National Natural Science Foundation of China(grant numbers:62301580); China Postdoctoral Science Foundation(grant numbers:2022M723917); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10750039","Bistatic MIMO radar;coarray tensor;angle parameter estimation;tensor train decomposition (TTD);TT-SVD algorithm","Tensors;MIMO radar;Transmission line matrix methods;Matrix decomposition;Vectors;Planar arrays;Estimation;Covariance matrices;Location awareness;Geometry","","1","","35","IEEE","11 Nov 2024","","","IEEE","IEEE Journals"
