"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"IEEE Signal Processing Society","",,IEEE Signal Processing Letters,"12 Jan 2021","2020","27","","C2","C2","Presents a listing of the editorial board, board of governors, current staff, committee members, and/or society editors for this issue of the publication.","1558-2361","","10.1109/LSP.2020.3040842","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9320493","","","","","","","IEEE","12 Jan 2021","","","IEEE","IEEE Journals"
"Table of Contents","",,IEEE Signal Processing Letters,"12 Jan 2021","2020","27","","i","xii","Presents the table of contents for this issue of the publication.","1558-2361","","10.1109/LSP.2020.3040840","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9320494","","","","","","","IEEE","12 Jan 2021","","","IEEE","IEEE Journals"
"Table of Contents","",,IEEE Signal Processing Letters,"12 Jan 2021","2020","27","","xiii","xxvi","Presents the table of contents for this issue of the publication.","1558-2361","","10.1109/LSP.2020.3040844","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9320492","","","","","","","IEEE","12 Jan 2021","","","IEEE","IEEE Journals"
"Adaptive Reverberation Absorption Using Non-Stationary Masking Components Detection for Intelligibility Improvement","G. Zucatelli; R. Coelho","Laboratory of Acoustic Signal Processing (lasp.ime.eb.br), Military Institute of Engineering (IME), Rio de Janeiro, Brazil; Laboratory of Acoustic Signal Processing (lasp.ime.eb.br), Military Institute of Engineering (IME), Rio de Janeiro, Brazil",IEEE Signal Processing Letters,"22 Jan 2020","2020","27","","1","5","This letter proposes a new time domain absorption approach designed to reduce masking components of speech signals under noisy-reverberant conditions. In this method, the nonstationarity of corrupted signal segments is used to detect masking distortions based on a defined threshold. The non-stationarity is objectively measured and is also adopted to determine the absorption procedure. Additionally, no prior knowledge of speech statistics or room information is required for this technique. Two intelligibility measures (ESII and ASIIST) are used for objective evaluation. The results show that the proposed scheme leads to a higher intelligibility improvement when compared to competing methods. A perceptual listening test is further considered and corroborates these results. Furthermore, the updated version of the SRMR quality measure (SRMRnorm) demonstrates that the proposed technique also attains quality improvement.","1558-2361","","10.1109/LSP.2019.2950618","National Council for Scientific and Technological Development(grant numbers:307866); Fundação de Amparo Pesquisa do Estado do Rio de Janeiro(grant numbers:203075); Coordenação de Aperfeiçoamento de Pessoal de Nível Superior(grant numbers:001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8888254","Reverberation;absorption;non-stationarity;intelligibility","Absorption;Reverberation;Noise measurement;Distortion measurement;Acoustic distortion;Acoustic measurements","","2","","23","IEEE","31 Oct 2019","","","IEEE","IEEE Journals"
"Sparsely Localized Time-Frequency Energy Distributions for Multi-Component LFM Signals","S. S. Moghadasian; S. Gazor","Department of Electrical Engineering, Behbahan Khatam Alanbia University of Technology, Behbahan, Iran; Department of Electrical and Computer Engineering, Queens University, Canada",IEEE Signal Processing Letters,"22 Jan 2020","2020","27","","6","10","This letter presents a high resolution method which separates close components of a multi-component linear frequency modulated (LFM) signal and eliminates their Cross-Terms (CTs). We first investigate the energy distribution of the Auto-Terms (ATs) and CTs in ambiguity plane. This reveals that the energy of the CTs of parallel close components is significant around the origin. We propose to mask the samples in which the CTs may have interferences with the ATs. This mask is signal-dependent and its directions are determined using the relationship between the radial slices of ambiguity function (AF) and the fractional Fourier transform (FrFT). Exploiting sparsity in time-frequency (TF) domain and by solving an ℓ1-norm minimization problem, the localized time-frequency distribution (TFD) is extracted from the acquired samples of the AF. Simulation results reveal significant improvements in the efficiency compared to previous works.","1558-2361","","10.1109/LSP.2019.2951467","Natural Sciences and Engineering Research Council of Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8890792","Ambiguity;localization;sparsity;chirp","Time-frequency analysis;Market research;Signal resolution;Fourier transforms;Simulation","","17","","28","IEEE","4 Nov 2019","","","IEEE","IEEE Journals"
"Real Signal Equalization for OQAM","M. N. Akbar; M. Saquib","Northeastern University, Boston, MA, USA; Department of Electrical Engineering, The University of Texas at Dallas, Richardson, TX, USA",IEEE Signal Processing Letters,"22 Jan 2020","2020","27","","11","15","This correspondence proposes the use of a real-only equalizer (ROE), which acts on real signals derived from the received offset quadrature amplitude modulation (OQAM) symbols. For the same fading channel, we prove that both ROE and the widely linear equalizer (WLE) yield equivalent outputs. Hence, these exhibit the same performance. Our complexity analysis finds that depending on the frame length, ROE can be computationally less complex, and save significant signal processing time over WLE. In the adaptive normalized least mean square implementation, ROE performs better with lower complexity than its counterpart, for a given number of pilot bits.","1558-2361","","10.1109/LSP.2019.2953618","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901997","Real-only equalizer (ROE);widely linear equal-izer (WLE);adaptive equalization;computational complexity","Equalizers;Correlation;Complexity theory;Receivers;Impedance matching;Quadrature amplitude modulation;Bit error rate","","3","","17","IEEE","15 Nov 2019","","","IEEE","IEEE Journals"
"On the Product of Two Correlated Complex Gaussian Random Variables","Y. Li; Q. He; R. S. Blum","University of Electronic Science and Technology of China, Chengdu, China; University of Electronic Science and Technology of China, Chengdu, China; Lehigh University, Bethlehem, PA, USA",IEEE Signal Processing Letters,"22 Jan 2020","2020","27","","16","20","In this letter, we derive the exact joint probability density function (pdf) of the amplitude and phase of the product of two correlated non-zero mean complex Gaussian random variables with arbitrary variances. This distribution is useful in many problems, for example radar and communication systems. We determine the joint pdf in terms of an infinite summation of modified Bessel functions of the first and second kinds, which generalizes the existing results. The truncation error is also studied when a truncated sum is employed. Finally, we evaluate the derived expressions through numerical experiments.","1558-2361","","10.1109/LSP.2019.2953634","National Natural Science Foundation of China(grant numbers:61571091,61371184); Huo Yingdong Education Foundation(grant numbers:161097); National Science Foundation(grant numbers:ECCS-1744129,CNS-1702555); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8902072","Product of correlated complex Gaussian random variables;joint probability density function;non-zero means and arbitrary variances","Random variables;Probability density function;Finite wordlength effects;Covariance matrices;Communication systems;Radar applications","","13","","19","IEEE","15 Nov 2019","","","IEEE","IEEE Journals"
"CTBRNN: A Novel Deep-Learning Based Signal Sequence Detector for Communications Systems","L. Sun; Y. Wang","Department of Information and Communications Engineering, Xi’an Jiaotong University, Xi’an, China; Department of Information and Communications Engineering, Xi’an Jiaotong University, Xi’an, China",IEEE Signal Processing Letters,"22 Jan 2020","2020","27","","21","25","In this letter, a deep-learning based method is proposed for signal sequence detection. A novel neural network (NN) architecture, in communications systems called Cooperative and Time-varying Bidirectional Recurrent Neural Network (CTBRNN), is developed, which learns from the training data and estimates the transmitted signal sequence without knowing the underlying channel model. Furthermore, we develop a chemical communication experimental platform to collect real data, which is used to train the NN and evaluate the performance of the developed detector. Experimental results demonstrate that, the proposed detection method outperforms the existing NN-based and NN-free candidate solutions in terms of the detection accuracy.","1558-2361","","10.1109/LSP.2019.2953673","National Natural Science Foundation of China(grant numbers:61671369); Key Research and Development Program of Shaanxi Province(grant numbers:2018KW-019); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8902109","Sequence detection;deep-learning;recurrent neural networks;molecular communications","Artificial neural networks;Detectors;Computer architecture;Communication systems;Recurrent neural networks;Chemicals;Signal detection","","21","","19","IEEE","15 Nov 2019","","","IEEE","IEEE Journals"
"Learning With Learned Loss Function: Speech Enhancement With Quality-Net to Improve Perceptual Evaluation of Speech Quality","S. -W. Fu; C. -F. Liao; Y. Tsao","Department of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan; College of Electrical Engineering and Computer Science, National Taiwan University, Taipei, Taiwan; Research Center for Information Technology Innovation, Academia Sinica, Taipei, Taiwan",IEEE Signal Processing Letters,"22 Jan 2020","2020","27","","26","30","Utilizing a human-perception-related objective function to train a speech enhancement model has become a popular topic recently. The main reason is that the conventional mean squared error (MSE) loss cannot represent auditory perception well. One of the typical human-perception-related metrics, which is the perceptual evaluation of speech quality (PESQ), has been proven to provide a high correlation to the quality scores rated by humans. Owing to its complex and non-differentiable properties, however, the PESQ function may not be used to optimize speech enhancement models directly. In this study, we propose optimizing the enhancement model with an approximated PESQ function, which is differentiable and learned from the training data. The experimental results show that the learned surrogate function can guide the enhancement model to further boost the PESQ score (increase of 0.18 points compared to the results trained with MSE loss) and maintain the speech intelligibility.","1558-2361","","10.1109/LSP.2019.2953810","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8902088","Perception optimization;PESQ;speech enhancement;speech quality assessment","Speech enhancement;Training;Spectrogram;Linear programming;Data models;Training data;Signal to noise ratio","","51","","36","IEEE","15 Nov 2019","","","IEEE","IEEE Journals"
"Semi-Supervised Seq2seq Joint-Stochastic-Approximation Autoencoders With Applications to Semantic Parsing","Y. Song; Z. Ou","Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China",IEEE Signal Processing Letters,"22 Jan 2020","2020","27","","31","35","Developing Semi-Supervised Seq2Seq (S4) learning for sequence transduction tasks in natural language processing (NLP), e.g. semantic parsing, is challenging, since both the input and the output sequences are discrete. This discrete nature makes trouble for methods which need gradients either from the input space or from the output space. Recently, a new learning method called joint stochastic approximation is developed for unsupervised learning of fixed-dimensional autoencoders and theoretically avoids gradient propagation through discrete latent variables, which is suffered by Variational Auto-Encoders (VAEs). In this letter, we propose seq2seq Joint-stochastic-approximation AutoEncoders (JAEs) and apply them to S4 learning for NLP sequence transduction tasks. Further, we propose bi-directional JAEs (called bi-JAEs) to leverage not only unpaired input sequences (which is most commonly studied) but also unpaired output sequences. Experiments on two benchmarking datasets for semantic parsing show that JAEs consistently outperform VAEs in S4 learning and bi-JAEs yield further improvements.","1558-2361","","10.1109/LSP.2019.2953999","National Natural Science Foundation of China(grant numbers:61976122); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8903435","Semi-supervised learning;seq2seq;semantic parsing;joint stochastic approximation;variational auto-encoder","Semantics;Task analysis;Decoding;Natural language processing;Training;Semisupervised learning","","6","","19","IEEE","18 Nov 2019","","","IEEE","IEEE Journals"
