"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"IEEE Signal Processing Society Information","",,IEEE Signal Processing Letters,"29 Dec 2023","2023","30","","C2","C2","","1558-2361","","10.1109/LSP.2023.3345769","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10376351","","","","","","0","IEEE","29 Dec 2023","","","IEEE","IEEE Journals"
"Symmetric Saliency-Based Adversarial Attack to Speaker Identification","J. Yao; X. Chen; X. -L. Zhang; W. -Q. Zhang; K. Yang","School of Marine Science and Technology, Northwestern Polytechnical University, Xi'an, China; School of Marine Science and Technology, Northwestern Polytechnical University, Xi'an, China; School of Marine Science and Technology, Northwestern Polytechnical University, Xi'an, China; Department of Electronic Engineering, Tsinghua University, Beijing, China; Ocean Institute of Northwestern Polytechnical University, Xi'an, China",IEEE Signal Processing Letters,"3 Feb 2023","2023","30","","1","5","Adversarial attack approaches to speaker identification either need high computational cost or are not very effective, to our knowledge. To address this issue, in this letter, we propose a novel generation-network-based approach, called symmetric saliency-based encoder-decoder (SSED), to generate adversarial voice examples to speaker identification. It contains two novel components. First, it uses a novel saliency map decoder to learn the importance of speech samples to the decision of a targeted speaker identification system, so as to make the attacker focus on generating artificial noise to the important samples. It also proposes an angular loss function to push the speaker embedding far away from the source speaker. Our experimental results demonstrate that the proposed SSED yields the state-of-the-art performance, i.e. over 97% targeted attack success rate and a signal-to-noise level of over 39 dB on both the open-set and close-set speaker identification tasks, with a low computational cost.","1558-2361","","10.1109/LSP.2023.3236509","National Natural Science Foundation of China(grant numbers:62176211); Project of the Science, Technology, and Innovation Commission of Shenzhen Municipality, China(grant numbers:JCYJ20210324143006016,JSGG20210802152546026); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10015819","Adversarial attack;speaker identification;saliency map decoder;angular loss","Signal to noise ratio;Perturbation methods;Decoding;Open systems;Convolution;Task analysis;Speech recognition","","12","","29","IEEE","12 Jan 2023","","","IEEE","IEEE Journals"
"Deep Image Registration With Depth-Aware Homography Estimation","C. Huang; X. Pan; J. Cheng; J. Song","Institute of Optics and Electronics, Beihang University, Beijing, China; Institute of Optics and Electronics, Beihang University, Beijing, China; Institute of Optics and Electronics, Beihang University, Beijing, China; Institute of Optics and Electronics, Beihang University, Beijing, China",IEEE Signal Processing Letters,"3 Feb 2023","2023","30","","6","10","Image registration is a basic task in computer vision, for its wide potential applications in image stitching, stereo vision, motion estimation, and etc. Most current methods achieve image registration by estimating a global homography matrix between candidate images with point-feature-based matching or direct prediction. However, as real-world 3D scenes have point-variant photograph distances (depth), a unified homography matrix is not sufficient to depict the specific pixel-wise relations between two images. Some researchers try to alleviate this problem by predicting multiple homography matrixes for different patches or segmentation areas in images; in this letter, we tackle this problem with further refinement, i.e. matching images with pixel-wise, depth-aware homography estimation. Firstly, we construct an efficient convolutional network, the DPH-Net, to predict the essential parameters causing image deviation, the rotation ($R$) and translation ($T$) of cameras. Then, we feed-in an image depth map for the calculation of initial pixel-wise homography matrixes, which are refined with an online optimization scheme. Finally, with the estimated pixel-specific homography parameters, pixel correspondences between candidate images can be easily computed for registration. Compared with state-of-the-art image registration algorithms, the proposed DPH-Net has the highest performance of 0.912 EPE and 0.977 SSIM, demonstrating the effectiveness of adding depth information and estimating pixel-wise homography into the image registration process.","1558-2361","","10.1109/LSP.2023.3238274","Beijing Natural Science Foundation(grant numbers:L211014); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10021667","Homography estimation;image matching;depth-aware homography;pixel-wise image registration","Image registration;Estimation;Cameras;Training;Signal processing algorithms;Optimization;Mathematical models","","11","","42","IEEE","19 Jan 2023","","","IEEE","IEEE Journals"
"Learning Adaptive Sparse Spatially-Regularized Correlation Filters for Visual Tracking","J. Zhang; Y. He; S. Wang","School of Computer and Communication Engineering, Changsha University of Science and Technology, Changsha, China; School of Computer and Communication Engineering, Changsha University of Science and Technology, Changsha, China; School of Computer and Communication Engineering, Changsha University of Science and Technology, Changsha, China",IEEE Signal Processing Letters,"3 Feb 2023","2023","30","","11","15","The correlation filter(CF)-based tracker is a classic and effective model in the field of visual tracking. For a long time, most CF-based trackers solved filters using only ridge regression equations with $l_{2}$-norm, which can make the trained model noisy and not sparse. As a result, we propose a model of adaptive sparse spatially-regularized correlation filters (AS2RCF). Aiming to suppress the noise mixed in the model, we improve it by introducing an $l_{1}$-norm spatial regularization term. This converts the original ridge regression equation into an Elastic Net regression, which allows the filter to have a certain sparsity while maintaining the stability of model optimization. The entire AS2RCF model is optimized using alternating direction method of multipliers(ADMM), and quantitative evaluations through extensive experiments on OTB-2015, TC128 and UAV123 demonstrate the tracker's effectiveness.","1558-2361","","10.1109/LSP.2023.3238277","National Natural Science Foundation of China(grant numbers:61972056); Postgraduate Scientific Research Innovation Fund of Changsha University of Science and Technology(grant numbers:CX2021SS70); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10021658","Visual object tracking;discriminative correlation filter;elastic net regression","Mathematical models;Target tracking;Optimization;Adaptation models;Feature extraction;Correlation;Computational modeling","","34","","21","IEEE","19 Jan 2023","","","IEEE","IEEE Journals"
"Linguistic Steganalysis by Enhancing and Integrating Local and Global Features","Q. Xu; R. Zhang; J. Liu","School of Cyberspace Security, Beijing University of Posts and Telecommunications, Beijing, China; School of Cyberspace Security, Beijing University of Posts and Telecommunications, Beijing, China; School of Cyberspace Security, Beijing University of Posts and Telecommunications, Beijing, China",IEEE Signal Processing Letters,"3 Feb 2023","2023","30","","16","20","With the improvement of steganography, the difference of statistical distribution caused by information hiding is getting smaller and smaller, increasing the difficulty of steganalysis. The existing steganalysis models value different features equally, while the differences in the importance of high-dimensional features are ignored. That is the influences of feature quality on model performance are not considered. To fill the gap, a novel linguistic steganalysis by enhancing and integrating local and global features is proposed in this letter. It extracts and integrates the features of two dimensions, namely local semantic features and global long-term dependencies, to construct a joint feature map. Then, to improve the quality of features, a group-wise enhancement mechanism is employed, which divides features into multiple groups, enhancing important features in each group while weakening the less important ones by generating an important coefficient for each sub-feature in each semantic group. Finally, the enhanced features are used to further extract high-quality text representation to help the classification module distinguish cover and stego texts more accurately. The experimental results show that the proposed model has better detection performance in multiple hidden scenarios. The ablation experiment manifests that using integrated and enhanced features to extract high-quality text representations can effectively improve the discrimination ability of the model.","1558-2361","","10.1109/LSP.2023.3238283","National Natural Science Foundation of China(grant numbers:U21B2020,U1936216); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10021965","Linguistic steganalysis;feature enhancement;local semantic feature;global long-term dependencies","Feature extraction;Semantics;Steganography;Linguistics;Field-flow fractionation;Convolution;Classification algorithms","","10","","27","IEEE","19 Jan 2023","","","IEEE","IEEE Journals"
"Improved RIC Bounds in Terms of $\delta _{\text{2}s}$ for Hard Thresholding-Based Algorithms","L. -J. Xie","School of Mathematics and Statistics, Ningbo University, Ningbo, China",IEEE Signal Processing Letters,"3 Feb 2023","2023","30","","21","25","Iterative hard thresholding (IHT) and hard thresholding pursuit (HTP) are two kinds of classical hard thresholding-based algorithms widely used in compressed sensing. Restricted isometry constant (RIC) of sensing matrix which ensures the convergence of iterative algorithms plays a key role in guaranteeing successful recovery. In the analysis of sufficient condition to ensure recovery performance, the RIC $\delta _{\text{3}s}$ is generally used in previous literature, while $\delta _{\text{2}s}$ is rarely addressed. In this letter, we first show that the theoretical optimal step-length is 1 while using sufficient condition in terms of $\delta _{\text{2}s}$. Furthermore, based on this optimal step-length, the RIC bound is greatly improved to $\delta _{\text{2}s}< (\sqrt5-1)/(2\sqrt3)\approx 0.3568$ compared to the existing one $\delta _{\text{2}s}< 0.25$ for IHT algorithm. Meanwhile, the RIC condition $\delta _{\text{2}s}< \sqrt7/7\approx 0.3780$ is developed for successful recovery via HTP algorithm. As far as we know, this is the first sufficient condition in terms of $\delta _{\text{2}s}$ for HTP algorithm.","1558-2361","","10.1109/LSP.2023.3238878","National Natural Science Foundation of China(grant numbers:62071262); Ningbo University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10024345","Compressed sensing;iterative hard thresholding;hard thresholding pursuit;restricted isometry constant;sparse recovery algorithm","Signal processing algorithms;Sensors;Indexes;Partitioning algorithms;Linear systems;Iterative algorithms;Compressed sensing","","8","","29","IEEE","23 Jan 2023","","","IEEE","IEEE Journals"
"Fine-Scale Face Fitting and Texture Fusion With Inverse Renderer","Y. Liu; Y. Fan; Z. Guo; A. Zaman; S. Liu","School of Electronics and Information, Northwestern Polytechnical University, Xian, China; School of Electronics and Information, Northwestern Polytechnical University, Xian, China; School of Electronics and Information, Northwestern Polytechnical University, Xian, China; School of Electronics and Information, Northwestern Polytechnical University, Xian, China; Content Production Center of Virtual Reality, Beijing, China",IEEE Signal Processing Letters,"3 Feb 2023","2023","30","","26","30","3D face reconstruction from a single image still suffers from low accuracy and inability to recover textures in invisible regions. In this paper, we propose a method for generating a 3D portrait with complete texture. The coarse face-and-head model and texture parameters are obtained using 3D Morphable Model fitting. We design an image-geometric inverse renderer that acquires normal, albedo, and light to jointly reconstruct the facial details. Then, we use a texture fusion network to extract the valid texture from rendered faces employing different viewpoints. Specifically, this fused texture recovers the invisible region of the input face, which illustrates the realistic surface of our 3D geometric model. Our approach faithfully reconstructs the original face details, including the profiles and the head region. Extensive experiments are performed to demonstrate that our method outperforms state-of-the-art techniques in various challenging scenarios.","1558-2361","","10.1109/LSP.2023.3238908","National Natural Science Foundation of China(grant numbers:62071384); Key Program of Research and Development Plan of Shaanxi Province(grant numbers:2020ZDLGY04-09,2023YBGY-239); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10024324","3D face reconstruction;face-and-head model;3D morphable model;face texture completion;renderer","Faces;Solid modeling;Three-dimensional displays;Face recognition;Image reconstruction;Shape;Rendering (computer graphics)","","2","","37","IEEE","23 Jan 2023","","","IEEE","IEEE Journals"
"A Generalized Extended Nested Array Design via Maximum Inter-Element Spacing Criterion","S. Wandale; K. Ichige","Department of Electrical and Computer Engineering, Yokohama National University, Yokohama, Japan; Department of Electrical and Computer Engineering, Yokohama National University, Yokohama, Japan",IEEE Signal Processing Letters,"3 Feb 2023","2023","30","","31","35","This letter proposes a generalised extended nested array with multiple subarrays (GENAMS) array via the maximum inter-element spacing (IES) constraint principle. Based on the IES set patterns of the two-sides extended nested array and the flexible extended nested array with multiple subarrays type-2, a generalised IES set pattern is derived. The generalised IES set is used to design the GENAMS array, which consists of six uniform linear arrays (ULAs). Compared to other arrays, the GENAMS have improved degrees of freedom (DOFs) and relatively less mutual coupling. Also, the achievable DOFs and the weight functions of the GENAMS array are derived and analysed in detail. Finally, numerical examples are used to show the merits of the GENAMS array.","1558-2361","","10.1109/LSP.2023.3238912","Japan Society for the Promotion of Science(grant numbers:20K04500); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10024398","Sparse arrays;GENAMS arrays;degrees-of-freedom;mutual coupling;direction-of-arrival estimation","Sensor arrays;Mutual coupling;Direction-of-arrival estimation;Array signal processing;Symmetric matrices;Manifolds;Estimation","","10","","33","IEEE","23 Jan 2023","","","IEEE","IEEE Journals"
"Universal BlackMarks: Key-Image-Free Blackbox Multi-Bit Watermarking of Deep Neural Networks","L. Li; W. Zhang; M. Barni","School of Communication and Information Engineering, Shanghai University, Shanghai, China; CAS Key Laboratory of Electro-Magnetic Space Information, University of Science and Technology of China, Hefei, China; Departmen of Information Engineering and Mathematics, University of Siena, Via Roma, Siena, Italy",IEEE Signal Processing Letters,"3 Feb 2023","2023","30","","36","40","Existing methods for Deep Neural Networks (DNN) watermarking either require accessing the internal parameters of the DNN models (white-box watermarking), or rely on backdooring to enforce a desired behavior of the model when the DNN is fed with a specific set of key input images (black-box watermarking). In this letter, we propose a black-box multi-bit DNN watermarking algorithm, suitable for multiclass classification networks, whereby the presence of the watermark can be retrieved from the output of the network in correspondence to any input. To read the watermark, we first apply a power function to the softmax output of the DNN model to map it from an impulse-like to a smooth distibution. Then, we extract the watermark bits by projecting the output of the DNN onto a pseudorandom key vector. Watermark embedding is achieved by adding a proper regularizer term to the training loss. The effectiveness of the proposed method is demonstrated by applying it to various network architectures working on different datasets. The experimental results demonstrate the possibility to embed a robust watermark into the output of the host DNN with a negligible impact on the accuracy of the original task.","1558-2361","","10.1109/LSP.2023.3239737","China Scholarship Council(grant numbers:202006340042); National Natural Science Foundation of China(grant numbers:U20B2047,U1936214,62102386,62002334); Science and Technology Commission of Shanghai Municipality(grant numbers:2101050020); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10025674","DNN Watermarking;Blackbox watermarking;multi-bit watermarking;key-image-free watermarking","Watermarking;Closed box;Training;Decoding;Payloads;Task analysis;Neural networks","","9","","21","IEEE","25 Jan 2023","","","IEEE","IEEE Journals"
"Distributed Consensus in Wireless Networks With Probabilistic Broadcast Scheduling","D. P. Herrera; Z. Chen; E. G. Larsson","Department of Electrical Engineering, Linköping University, Linköping, Sweden; Department of Electrical Engineering, Linköping University, Linköping, Sweden; Department of Electrical Engineering, Linköping University, Linköping, Sweden",IEEE Signal Processing Letters,"3 Feb 2023","2023","30","","41","45","We consider distributed average consensus in a wireless network with partial communication to reduce the number of transmissions in every iteration/round. Considering the broadcast nature of wireless channels, we propose a probabilistic approach that schedules a subset of nodes for broadcasting information to their neighbors in every round. We compare several heuristic methods for assigning the node broadcast probabilities under a fixed number of transmissions per round. Furthermore, we introduce a pre-compensation method to correct the bias between the consensus value and the average of the initial values, and suggest possible extensions for our design. Our results are particularly relevant for developing communication-efficient consensus protocols in a wireless environment with limited frequency/time resources.","1558-2361","","10.1109/LSP.2023.3240647","Zenith; Excellence Center at Linköping - Lund in Information Technology; Knut och Alice Wallenbergs Stiftelse; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10034826","Average consensus;broadcast transmission;scheduling;wireless networks","Convergence;Broadcasting;Probabilistic logic;Wireless networks;Signal processing algorithms;Topology;Consensus algorithm","","5","","20","IEEE","1 Feb 2023","","","IEEE","IEEE Journals"
