"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of Contents","",,IEEE Signal Processing Letters,"22 Mar 2019","2019","26","4","C1","525","Presents the table of contents for this issue of the publication.","1558-2361","","10.1109/LSP.2019.2900532","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8672839","","","","","","","IEEE","22 Mar 2019","","","IEEE","IEEE Journals"
"IEEE Signal Processing Society Editorial Board","",,IEEE Signal Processing Letters,"22 Mar 2019","2019","26","4","C2","C2","Presents a listing of the editorial board, board of governors, current staff, committee members, and/or society editors for this issue of the publication.","1558-2361","","10.1109/LSP.2019.2900533","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8672832","","","","","","","IEEE","22 Mar 2019","","","IEEE","IEEE Journals"
"Table of Contents[Edics]","",,IEEE Signal Processing Letters,"22 Mar 2019","2019","26","4","526","527","Presents the table of contents for this issue of the publication.","1558-2361","","10.1109/LSP.2019.2900534","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8672799","","","","","","","IEEE","22 Mar 2019","","","IEEE","IEEE Journals"
"Distribution-Aware Block-Sparse Recovery via Convex Optimization","S. Daei; F. Haddadi; A. Amini","School of Electrical Engineering, Iran University of Science and Technology, Tehran, Iran; School of Electrical Engineering, Iran University of Science and Technology, Tehran, Iran; Department of Electrical Engineering, Sharif University of Technology, Tehran, Iran",IEEE Signal Processing Letters,"21 Feb 2019","2019","26","4","528","532","We study the problem of reconstructing a block-sparse signal from compressively sampled measurements. In certain applications, in addition to the inherent block-sparse structure of the signal, some prior information about the block support, i.e., blocks containing non-zero elements, might be available. Although many block-sparse recovery algorithms have been investigated in the Bayesian framework, it is still unclear how to incorporate the information about the probability of occurrence into regularization-based block-sparse recovery in an optimal sense. In this letter, we bridge between these fields by the aid of a new concept in conic integral geometry. Specifically, we solve a weighted optimization problem when the prior distribution about the block support is available. Moreover, we obtain the unique weights that minimize the expected required number of measurements. Our simulations on both synthetic and real data confirm that these weights considerably decrease the required sample complexity.","1558-2361","","10.1109/LSP.2019.2897861","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8636201","Block sparse recovery;Bayesian information;conic integral geometry;convex optimization","Direction-of-arrival estimation;Mathematical model;Estimation;Bayes methods;Minimization;Optimization;Weight measurement","","7","","25","IEEE","6 Feb 2019","","","IEEE","IEEE Journals"
"Enhanced Direct Fitting Algorithms for PARAFAC2 With Algebraic Ingredients","Y. Cheng; M. Haardt","Communications Research Laboratory, Ilmenau University of Technology, Ilmenau, Germany; Communications Research Laboratory, Ilmenau University of Technology, Ilmenau, Germany",IEEE Signal Processing Letters,"21 Feb 2019","2019","26","4","533","537","The PARAFAC2 decomposition has attracted growing research interest. To compute it, the direct fitting (DF) algorithm is usually employed. In this contribution, we propose to incorporate semi-algebraic approaches for the computation of PARAFAC in the DF algorithm and explore how it should be adapted to largely exploit the resulting diversity in the estimates of factor matrices to enhance the robustness and efficiency. Three versions have been tailored and recommended for different parameter settings according to, e.g., the number of components or tensor dimensions. Extensive numerical simulations have been conducted with both synthetic and measured biomedical as well as wine data to validate the improved performance of the proposed DF algorithms. In addition, it has been shown that applying the geometric search on top of the proposed DF algorithms further boosts their performance.","1558-2361","","10.1109/LSP.2019.2897244","Carl-Zeiss-Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8633438","PARAFAC2;direct fitting algorithm","Matrix decomposition;Signal processing algorithms;Indexes;Convergence;Erbium;Biomedical measurement","","7","","27","IEEE","3 Feb 2019","","","IEEE","IEEE Journals"
"Lightweight Feature Fusion Network for Single Image Super-Resolution","W. Yang; W. Wang; X. Zhang; S. Sun; Q. Liao","Department of Electronic Engineering, Tsinghua University, Shenzhen, China; Department of Electronic Engineering, Tsinghua University, Shenzhen, China; Department of Electronic Engineering, Tsinghua University, Shenzhen, China; Department of Hubei Key Laboratory of Intelligent Vision Based Monitoring for Hydroelectric Engineering, China Three Gorges University, Yichang, China; Department of Electronic Engineering, Tsinghua University, Shenzhen, China",IEEE Signal Processing Letters,"21 Feb 2019","2019","26","4","538","542","Single image super-resolution (SISR) has witnessed great progress as convolutional neural network (CNN) gets deeper and wider. However, enormous parameters hinder its application to real world problems. In this letter, We propose a lightweight feature fusion network (LFFN) that can fully explore multi-scale contextual information and greatly reduce network parameters while maximizing SISR results. LFFN is built on spindle blocks and a softmax feature fusion module (SFFM). Specifically, a spindle block is composed of a dimension extension unit, a feature exploration unit. and a feature refinement unit. The dimension extension layer expands low dimension to high dimension and implicitly learns the feature maps which are suitable for the next unit. The feature exploration unit performs linear and nonlinear feature exploration aimed at different feature maps. The feature refinement layer is used to fuse and refine features. SFFM fuses the features from different modules in a self-adaptive learning manner with softmax function, making full use of hierarchical information with a small amount of parameter cost. Both qualitative and quantitative experiments on benchmark datasets show that LFFN achieves favorable performance against state-of-the-art methods with similar parameters.","1558-2361","","10.1109/LSP.2018.2890770","National Natural Science Foundation of China(grant numbers:61471216,61771276); Special Foundation for the Development of Strategic Emerging Industries of Shenzhen(grant numbers:JCYJ20170817161845824,JCYJ20170307153940960); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8600373","Super-resolution;convolutional neural network;softmax feature fusion module;spindle block","Convolution;Training;Feature extraction;Image resolution;Signal resolution;Fuses;Benchmark testing","","52","","27","IEEE","3 Jan 2019","","","IEEE","IEEE Journals"
"A Joint Least Squares and Least Absolute Deviation Model","J. Duan; J. Idier; Y. -P. Wang; M. Wan","Key Laboratory of Biomedical Information Engineering of Ministry of Education and the Department of Biomedical Engineering, Xi’an Jiaotong University, Xi’an, China; Laboratoire des Sciences du Numériques de Nantes, Ecole Centrale de Nantes, Nantes, France; Department of Biomedical Engineering and the Department of Biostatistics and Bioinformatics, Lindy Boggs Center, Tulane University, New Orleans, LA, USA; Key Laboratory of Biomedical Information Engineering of Ministry of Education and the Department of Biomedical Engineering, Xi’an Jiaotong University, Xi’an, China",IEEE Signal Processing Letters,"21 Feb 2019","2019","26","4","543","547","We propose a joint least squares and least absolute deviations (JOLESALAD) model, show that the proposed model can cover least absolute shrinkage and selection operator (LASSO) and two of its variants, namely the generalized LASSO (gLASSO) and the constrained LASSO (cLASSO), and prove that under a full rank condition, the JOLESALAD can be transformed into cLASSO. Based on this equivalency, rich tools currently available for LASSO models can be applied to solve gLASSO and cLASSO. As an example of illustration, we demonstrate an application of the proposed model to the restoration of a noisy ramp signal that needs proper use of penalty term.","1558-2361","","10.1109/LSP.2019.2897863","National Natural Science Foundation of China(grant numbers:61771381,61401352); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8636209","LASSO;generalized LASSO;constrained LASSO;ramp signal restoration","Matrix decomposition;Mathematical model;Biological system modeling;Market research;Numerical models;Noise measurement;Signal restoration","","2","","23","IEEE","6 Feb 2019","","","IEEE","IEEE Journals"
"Optimal and Unbiased Filtering With Colored Process Noise Using State Differencing","Y. S. Shmaliy; S. Zhao; C. K. Ahn","Department of Electronics Engineering, Universidad de Guanajuato, Salamanca, Mexico; Key Laboratory of Advanced Process Control for Light Industry (Ministry of Education), Jiangnan University, Wuxi, China; School of Electrical Engineering, Korea University, Seoul, South Korea",IEEE Signal Processing Letters,"26 Feb 2019","2019","26","4","548","551","This letter develops the Kalman and unbiased finite impulse response filtering algorithms for linear discrete-time state-space models with Gauss-Markov colored process noise (CPN) employing state differencing. The approach avoids problems caused by matrix augmentation, but requires solving a nonsymmetric algebraic Riccati equation to specify the system matrix modified for CPN. Higher accuracy of the algorithms proposed is demonstrated by simulation. A comparative analysis of filtering estimates is provided based on navigation data of walking humans.","1558-2361","","10.1109/LSP.2019.2898770","111 Project(grant numbers:B12018); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8638977","State-space;colored process noise;state differencing;Kalman filter;unbiased FIR filter","Mathematical model;Signal processing algorithms;Kalman filters;Noise measurement;Standards;Real-time systems;State-space methods","","25","","26","IEEE","10 Feb 2019","","","IEEE","IEEE Journals"
"RGB-D Salient Object Detection by a CNN With Multiple Layers Fusion","R. Huang; Y. Xing; Z. Wang","School of Computer Science and Technology, Civil Aviation University of China, Tianjin, China; School of Computer Science and Technology, Civil Aviation University of China, Tianjin, China; School of Computer Science and Technology, Tianjin University, Tianjin, China",IEEE Signal Processing Letters,"27 Feb 2019","2019","26","4","552","556","Recent saliency detectors use depth to improve the precision of the results. However, most of the existing RGB-D saliency detectors only treat depth as an additional feature, which cannot explore the distinguishing ability of the depth map. In this letter, we propose a deep convolutional neural network for RGB-D saliency detection. The network takes RGB-D as inputs and produces a saliency prediction in an end-to-end manner. To solve the scale problem, we fuse the features of higher layers to the features of lower layers gradually. Our method not only fully explores the information of the depth, but also makes the RGB and depth tightly coupled. Compared with the state-of-the-art RGB saliency detectors and depth-aware saliency detectors on two benchmark datasets, our method outperforms the competitors on mean absolute error and F-measure by large margins.","1558-2361","","10.1109/LSP.2019.2898508","Fundamental Research Funds for the Central Universities of Civil Aviation University of China(grant numbers:3122018C021,3122018C020); Open Funds Hubei Key Laboratory of Intelligent Vision Based Monitoring for Hydroelectric Engineering(grant numbers:2018SDSJ02); Scientific Research Foundation of Civil Aviation University of China(grant numbers:600/600001050115,600/600001050117); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8638984","RGB-D saliency detection;depth-aware;CNN","Saliency detection;Detectors;Training;Computational modeling;Benchmark testing;Feature extraction;Fuses","","27","","26","IEEE","10 Feb 2019","","","IEEE","IEEE Journals"
"Quality Enhancement Network via Multi-Reconstruction Recursive Residual Learning for Video Coding","L. Yu; L. Shen; H. Yang; L. Wang; P. An","Shanghai Institute for Advanced Communication and Data Science, Shanghai University, Shanghai, China; Key Laboratory of Specialty Fiber Optics and Optical Access Networks, Joint International Research Laboratory of Specialty Fiber Optics and Advanced Communication, Shanghai Institute for Advanced Communication and Data Science, Shanghai University, Shanghai, China; Shanghai Institute for Advanced Communication and Data Science, Shanghai University, Shanghai, China; School of Computer Engineering and Science, Shanghai University, Shanghai, China; Shanghai Institute for Advanced Communication and Data Science, Shanghai University, Shanghai, China",IEEE Signal Processing Letters,"27 Feb 2019","2019","26","4","557","561","Lossy compression algorithms introduce multiple compression artifacts that severely decrease visual quality. These compression artifacts are highly related to texture contents, and the hierarchical coding units decision structure also brings multi-scale similarity to these artifacts. Current loop filters fail to utilize these characteristics to comprehensively remove compression artifacts. To this end, this letter proposes a novel quality enhancement method by adopting a multi-reconstruction recurrent residual network (MRRN). In particular, a modified recursive residual structure is designed to capture the multi-scale similarity of compression artifact. To effectively enhance frames with uneven noise, a multi-reconstruction structure is proposed, which outputs images with different denoise ratios and adaptively fuses them. Experimental results show that the proposed MRRN can improve coding efficiency up to 15.1% compared with the original loop filter in high-efficiency video coding. Averagely, 6.7%, 7.8%, 7.6% BD-rate reduction is achieved for all intra, low-delay P, and low-delay B, respectively. Meanwhile, as a quality enhancement method performed at encoder side, MRRN also achieves a good balance between coding performance and computational complexity compared to the state-of-the-art methods.","1558-2361","","10.1109/LSP.2019.2899253","National Natural Science Foundation of China(grant numbers:61671282],61422111); Shanghai Pjiang Program(grant numbers:15pjd015); Shanghai Science and Technology Innovation Plan(grant numbers:18010500200); Shanghai Shuguang Program(grant numbers:17SG37); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8641373","Compression artifact reduction;CNN;recursive structure;HEVC;quality enhancement","Image reconstruction;Feature extraction;Training;Image coding;Encoding;Periodic structures;Compression algorithms","","28","","25","IEEE","13 Feb 2019","","","IEEE","IEEE Journals"
