"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of contents","",,IEEE Signal Processing Letters,"20 Dec 2018","2019","26","1","C1","1","Presents the table of contents for this issue of this publication.","1558-2361","","10.1109/LSP.2018.2880624","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8584525","","","","","","","IEEE","20 Dec 2018","","","IEEE","IEEE Journals"
"IEEE Signal Processing Society Editorial Board","",,IEEE Signal Processing Letters,"20 Dec 2018","2019","26","1","C2","C2","Provides a listing of current staff, committee members and society officers.","1558-2361","","10.1109/LSP.2018.2880623","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8584523","","","","","","","IEEE","20 Dec 2018","","","IEEE","IEEE Journals"
"Table of Contents [Edics]","",,IEEE Signal Processing Letters,"20 Dec 2018","2019","26","1","2","3","Presents the table of contents for this issue of this publication.","1558-2361","","10.1109/LSP.2018.2880625","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8584526","","","","","","","IEEE","20 Dec 2018","","","IEEE","IEEE Journals"
"A New Generalized Paraunitary Generator for Complementary Sets and Complete Complementary Codes of Size ${2^m}$","D. Ma; S. Budišin; Z. Wang; G. Gong","State Key Laboratory of Integrated Service Networks, School of Cyber Engineering, Xidian University, Xi'an, China; RT-RK, Novi Sad, Serbia; State Key Laboratory of Integrated Service Networks, School of Cyber Engineering, Xidian University, Xi'an, China; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada",IEEE Signal Processing Letters,"18 Nov 2018","2019","26","1","4","8","Complementary sequence sets (CSSs) and complete complementary codes (CCCs) have many applications in science and engineering, especially in wireless communications. A construction of CSS and CCC, having size M = 2m and length MK, where m and K are positive integers, is presented. The proposed construction is a generalized paraunitary (PU) algorithm that greatly increases the number of permutations from K! to (mK)! compared to those of previous PU constructions. Moreover, this new construction can be generalized to the case M = pm, where p is a positive integer. The increase in the number of permutations means that a wide range of CCCs and CSSs can be obtained.","1558-2361","","10.1109/LSP.2018.2876613","National Natural Science Foundation of China(grant numbers:61671013,61672410); Natural Science Foundation of Shaanxi Province(grant numbers:2018JM6076); Programme of Introducing Talents of Discipline to Universities (China 111 Project)(grant numbers:B16037); Ministry of Education and Science of the Republic of Serbia(grant numbers:TR-36029); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8494771","Complete complementary codes (CCCs);complementary sequence sets (CSSs);paraunitary (PU) matrix","Codes;Generators;Correlation;Sequences","","13","","33","IEEE","17 Oct 2018","","","IEEE","IEEE Journals"
"A Novel Polynomial-Chaos-Based Kalman Filter","Y. Xu; L. Mili; J. Zhao","Bradley Department of Electrical and Computer Engineering, Virginia Polytechnic Institute and State University, Falls Church, VA, USA; Bradley Department of Electrical and Computer Engineering, Virginia Polytechnic Institute and State University, Falls Church, VA, USA; Bradley Department of Electrical and Computer Engineering, Virginia Polytechnic Institute and State University, Falls Church, VA, USA",IEEE Signal Processing Letters,"18 Nov 2018","2019","26","1","9","13","This letter proposes a new polynomial-chaos-based Kalman filter (PCKF) that is able to track the dynamics of nonlinear dynamical systems subject to strong nonlinearities. Specifically, by resorting to the polynomial chaos theory, the uncertainties of the model and the measurements can be effectively propagated through a set of collocation points. However, this polynomial-chaos-based algorithm suffers from the curse of dimensionality. To overcome this weakness, a dimension reduction strategy is proposed based on variance analysis. This allows us to construct more effective collocations points and to significantly improve the computational efficiency of the PCKF without any loss of estimation accuracy. Simulations carried out on various IEEE systems validate the effectiveness of the proposed method.","1558-2361","","10.1109/LSP.2018.2879453","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8521702","Dynamic state estimation;polynomial chaos;Kalman filter;curse of dimensionality;power systems","Chaos;Kalman filters;Dimensionality reduction;Random variables;Nonlinear dynamical systems;Uncertainty;Estimation","","17","","28","IEEE","4 Nov 2018","","","IEEE","IEEE Journals"
"Efficient Discrete S-Transform Based on Optimally Concentrated Window","N. Singh; P. M. Pradhan","Department of Electronics and Communication Engineering, Indian Institute of Technology Roorkee, Roorkee, India; Department of Electronics and Communication Engineering, Indian Institute of Technology Roorkee, Roorkee, India",IEEE Signal Processing Letters,"18 Nov 2018","2019","26","1","14","18","S-transform (ST) is a well-known tool for time-frequency analysis. However, the long taper of the Gaussian window (GW) and the scaling criterion lead to poor time resolution at lower frequencies and poor frequency resolution at higher frequencies. This letter proposes a novel optimally concentrated discrete window (OCDW) based on a constraint optimization problem of maximization of the product of time- and frequency-domain energy concentrations in given time and frequency intervals. Furthermore, it is extended to design an OCDW-based ST for multiresolution analysis. A new scaling criterion is also presented for the OCDW-based ST, which prevents unnecessary deterioration in frequency resolution at higher frequencies and time resolution at lower frequencies. The efficacy of the proposed approach is examined using a synthetic signal having multiple power quality disturbances. Simulation results show that the proposed OCDW-based ST provides higher energy concentration in time-frequency distribution (TFD) than that of the GW-based ST. The simulation results also illustrate the superiority of the proposed scaling criterion in terms of the tradeoff between time and frequency resolution in TFD.","1558-2361","","10.1109/LSP.2018.2879522","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8521594","Time-frequency analysis;discrete ST;energy concentration","Time-frequency analysis;Microsoft Windows;Energy resolution;Signal resolution;Manganese;Time-domain analysis","","5","","10","IEEE","4 Nov 2018","","","IEEE","IEEE Journals"
"Adaptive Beamforming With Sensor Position Errors Using Covariance Matrix Construction Based on Subspace Bases Transition","P. Chen; Y. Yang; Y. Wang; Y. Ma","School of Marine Science and Technology, Northwestern Polytechnical University, Xian, China; School of Marine Science and Technology, Northwestern Polytechnical University, Xian, China; School of Marine Science and Technology, Northwestern Polytechnical University, Xian, China; School of Marine Science and Technology, Northwestern Polytechnical University, Xian, China",IEEE Signal Processing Letters,"18 Nov 2018","2019","26","1","19","23","This letter proposes a narrowband interference-plus-noise covariance matrix (INCM) based beamformer, which is robust with sensor position errors for linear array. First, using the subspace fitting and subspace orthogonality techniques, we estimate a set of angle-related bases for the signal-plus-interference subspace (SIS) by solving a joint optimization problem. Second, we obtain the bases transition matrix between the estimated angle-related bases and the orthogonal bases consisting of the dominant eigenvectors of the sample covariance matrix (SCM). The SCM can be expressed as a function of the angle-related bases and the bases transition matrix. We construct the INCM directly from the SIS by eliminating the component of the desired signal from the angle-related bases. Simulations and experimental results show that the proposed beamformer outperforms other tested beamformers in the presence of sensor position errors.","1558-2361","","10.1109/LSP.2018.2878948","National Natural Science Foundation of China(grant numbers:11527809,51679204,11604259); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8516386","Bases transition;covariance matrix construction;robust adaptive beamforming;sensor position error","Covariance matrices;Interference;Signal to noise ratio;Direction-of-arrival estimation;Optimization;Signal processing algorithms;Array signal processing","","32","","28","IEEE","31 Oct 2018","","","IEEE","IEEE Journals"
"Energy Efficient Online Power Allocation for Two Users With Energy Harvesting","M. Ashraf; J. Jung; H. M. Shin; I. Lee","School of Electrical Engineering, Korea University, Seoul, South Korea; LG Electronics, Seoul, South Korea; Samsung Electronics, Suwon, South Korea; School of Electrical Engineering, Korea University, Seoul, South Korea",IEEE Signal Processing Letters,"18 Nov 2018","2019","26","1","24","28","In this letter, we propose an online power allocation (PA) method to maximize energy efficiency (EE) in energy harvesting systems with realistic battery constraints for two receivers. The optimization problem in this system configuration is challenging since it has a non-convex fractional form and the information of channel quality and the harvested energy can only be obtained causally in practice. To overcome these issues, we design time-average EE maximization through Lyapunov optimization techniques where the transmission power is computed with current battery information and channel fading. Moreover, based on random matrix theory, we present a simplified online EE algorithm. Numerical experiments verify that the proposed PA outperforms conventional online approaches with much reduced computational complexity.","1558-2361","","10.1109/LSP.2018.2878947","National Research Foundation through the Ministry of Science, ICT and Future Planning, South Korean Government(grant numbers:2017R1A2B3012316); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8516396","Energy harvesting;Lyapunov optimization;online power allocation","Batteries;Optimization;Transmitters;Resource management;Energy harvesting;Receivers;Fading channels","","8","","25","IEEE","31 Oct 2018","","","IEEE","IEEE Journals"
"Detection of People With Camouflage Pattern Via Dense Deconvolution Network","Y. Zheng; X. Zhang; F. Wang; T. Cao; M. Sun; X. Wang","Army Artillery and Air Defense Academy of PLA, Key Laboratory of Polarization Imaging Detection Technology, Hefei, China; Army Engineering University of PLA, Nanjing, China; Army Artillery and Air Defense Academy of PLA and the Key Laboratory of Polarization Imaging Detection Technology, Hefei, China; Army Engineering University of PLA, Nanjing, China; Army Engineering University of PLA, Nanjing, China; Army Artillery and Air Defense Academy of PLA and the Key Laboratory of Polarization Imaging Detection Technology, Hefei, China",IEEE Signal Processing Letters,"18 Nov 2018","2019","26","1","29","33","In this letter, we explore the detection of people with camouflage pattern in cluttered natural scenes. First, considering the lack of open evaluation and training data on camouflaged people detection, a specific dataset of camouflaged people in natural scenes is constructed by us for the first time to the best of our knowledge. Secon, due to the serious corruption of the discrimination of low-level features by the camouflage patterns and cluttered background, we extract the high-level semantic features in deep convolution network and introduce short connections in deconvolution phase, to construct the dense deconvolution network. In training procedure, we augment and shift the images of camouflaged people to generate the proper training data. Attributing to the usage and fusion of semantic information, the proposed network effectively labels the camouflaged people regions as a whole. Finally, we use the superpixel segmentation and spatial smoothness constraint for further improvement of the detection result. Experimental results demonstrate that the proposed method outperforms the classical camouflaged object detection method and typical CNN-based detection methods.","1558-2361","","10.1109/LSP.2018.2825959","Natural Science Foundation of China(grant numbers:61471394,61402519,41406109); Natural Science Foundation of Jiangsu Province(grant numbers:BK20140074); Natural Science Foundation of Anhui Province(grant numbers:1708085QD90); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8336933","Camouflage pattern;camouflaged people detection;dense deconvolution network (DDCN);spatial smoothness","Feature extraction;Semantics;Deconvolution;Object detection;Training;Convolution;Image color analysis","","68","","21","IEEE","12 Apr 2018","","","IEEE","IEEE Journals"
"Low-Complexity Detection for MIMO C-FBMC Using Orthogonal Approximate Message Passing","S. Zhang; M. Zhang; S. Jin; C. -K. Wen","National Mobile Communications Research Laboratory, Southeast University Nanjing, China; National Mobile Communications Research Laboratory, Southeast University Nanjing, China; National Mobile Communications Research Laboratory, Southeast University Nanjing, China; Institute of Communications Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan",IEEE Signal Processing Letters,"18 Nov 2018","2019","26","1","34","38","We propose a low-complexity and high-performance detector for multi-input multi-output circular filter bank multicarrier (C-FBMC) system on the basis of an orthogonal approximate message passing algorithm. Low complexity and high performance are realized through the use of a special structure of the modulation matrix and block diagonalization of the equivalent channel matrix in the frequency domain. After exploring the property of the C-FBMC modulation matrix in the frequency domain, we design an algorithm to replace the direct inversion of the matrix, thus reducing complexity considerably. The complexity per iteration of the proposed method is O(KMT log2 M), where K, M, and T denote the number of subcarriers, subsymbols, and transmit antennas, respectively. Numerical simulations show that the proposed iterative algorithm is superior to conventional detectors in terms of performance and computational complexity.","1558-2361","","10.1109/LSP.2018.2879545","National Natural Science Foundation of China(grant numbers:61625106); NSFC(grant numbers:61531011); Ministry of Science and Technology of Taiwan(grant numbers:MOST 107-2221-E-110-026); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8523658","C-FBMC;MIMO;detector;message passing","MIMO communication;Frequency modulation;Detectors;Message passing;Complexity theory;Receiving antennas","","6","","13","IEEE","4 Nov 2018","","","IEEE","IEEE Journals"
