"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Front Cover","",,IEEE Signal Processing Letters,"19 Dec 2016","2016","23","11","C1","C1","Presents the front cover for this issue of the publication.","1558-2361","","10.1109/LSP.2016.2627689","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7791022","","","","1","","","IEEE","19 Dec 2016","","","IEEE","IEEE Journals"
"IEEE Signal Processing Society Editorial Board","",,IEEE Signal Processing Letters,"19 Dec 2016","2016","23","11","C2","C2","Provides a listing of board members, committee members and society officers.","1558-2361","","10.1109/LSP.2016.2627690","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7791026","","","","","","","IEEE","19 Dec 2016","","","IEEE","IEEE Journals"
"Table of Contents","",,IEEE Signal Processing Letters,"21 Oct 2016","2016","23","11","1505","1506","Presents the table of contents for this issue of the publication.","1558-2361","","10.1109/LSP.2016.2618699","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7605575","","","","","","","IEEE","21 Oct 2016","","","IEEE","IEEE Journals"
"Table of Contents","",,IEEE Signal Processing Letters,"21 Oct 2016","2016","23","11","1507","1508","Presents the table of contents for this issue of the publication.","1558-2361","","10.1109/LSP.2016.2618700","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7605572","","","","","","","IEEE","21 Oct 2016","","","IEEE","IEEE Journals"
"Energy-Efficient and Secure Beamforming for Self-Sustainable Relay-Aided Multicast Networks","H. Gao; T. Lv; W. Wang; N. C. Beaulieu","School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China; School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China; School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China; School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China",IEEE Signal Processing Letters,"13 Sep 2016","2016","23","11","1509","1513","The relay-aided multicast network is considered, where an NT -antenna source multicasts confidential messages to N single-antenna legitimate users via a self-sustainable M-antenna regenerative relay. In particular, the relay is powered by the energy harvested from the radio signal of the source, and there are K unauthorized eavesdroppers wiretapping the channel. Assuming the knowledge of statistical channel state information of eavesdroppers, we aim to minimize the source transmission power via energy-efficient beamforming, subject to the signal-to-noise ratios of legitimate users/relay, the power constraint at the relay, and the outage constraints of the eavesdroppers. An efficient algorithm is developed by using the iterative first-order Taylor expansion and successive convex approximation, where the original nonconvex problem is transformed and solved.","1558-2361","","10.1109/LSP.2016.2600105","National Natural Science Foundation of China(grant numbers:61401041,61501046,61271188,61671072); Meteorological Information and Signal Processing Key Laboratory of Sichuan Higher Education(grant numbers:QXXCSYS201601); 111 Project(grant numbers:B08038); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7542595","Beamforming;energy harvesting;multicast;physical-layer;relay;security","Relays;Signal to noise ratio;Array signal processing;Optimization;Iterative methods;Communication system security;Wireless communication","","23","","16","IEEE","12 Aug 2016","","","IEEE","IEEE Journals"
"Joint Tracking and Ground Plane Estimation","J. Kwon; R. Dragon; L. Van Gool","School of Computer Science and Engineering, Chung-Ang University, Seoul, Korea; Computer Vision Lab, ETH Zurich, Zurich, Switzerland; Computer Vision Lab, ETH Zurich, Zurich, Switzerland",IEEE Signal Processing Letters,"13 Sep 2016","2016","23","11","1514","1517","We propose a novel framework that jointly estimates the ground plane and a target's motion trajectory. This results in improvements for both. Estimating their joint posterior is based on Particle Markov Chain Monte Carlo (Particle MCMC). In Particle MCMC, the best target state is inferred by a particle filter and the best ground plane is obtained by MCMC. Compared with conventional sampling methods that iteratively infer the best target states and ground plane parameters, our method infers them jointly. This reduces sampling errors drastically. Experimental results demonstrate that our method outperforms several state-of-the-art tracking methods, while the ground plane accuracy is also improved.","1558-2361","","10.1109/LSP.2016.2601085","European Research Council(grant numbers:#273940); Chung-Ang University Research Scholarship; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7546929","Ground plane estimation;object tracking;particle Markov chain Monte Carlo (Particle MCMC)","Estimation;Target tracking;Particle filters;Proposals;Trajectory;Visualization;Signal processing algorithms","","14","","26","IEEE","17 Aug 2016","","","IEEE","IEEE Journals"
"Optimal Auction Design With Quantized Bids","N. Cao; S. Brahma; P. K. Varshney","Department of Electrical Engineering and Computer Science, Syracuse University, Syracuse, NY, USA; Department of Electrical Engineering and Computer Science, Syracuse University, Syracuse, NY, USA; Department of Electrical Engineering and Computer Science, Syracuse University, Syracuse, NY, USA",IEEE Signal Processing Letters,"14 Sep 2016","2016","23","11","1518","1522","This letter considers the design of an auction mechanism to sell the object of a seller when the buyers quantize their private value estimates regarding the object into binary values prior to communicating them to the seller. The designed auction mechanism maximizes the utility of the seller (i.e., the auction is optimal), prevents buyers from communicating falsified quantized bids (i.e., the auction is incentive compatible), and ensures that buyers will participate in the auction (i.e., the auction is individually rational). The letter also investigates the design of the optimal quantization thresholds using which buyers quantize their private value estimates. Numerical results provide insights regarding the influence of the quantization thresholds on the auction mechanism.","1558-2361","","10.1109/LSP.2016.2604280","National Science Foundation(grant numbers:ECCS-1609916); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7556342","Auctions;binary bids;mechanism design;quantization;resource constrained network","Quantization (signal);Integrated circuits;Resource management;Games;Indexes;Game theory;Bandwidth","","1","","15","IEEE","30 Aug 2016","","","IEEE","IEEE Journals"
"On the Throughput of Large MIMO Beamforming Systems With Channel Aging","R. Chopra; C. R. Murthy; H. A. Suraweera","Department of Electrical Communication Engineering, Indian Institute of Science, Bangalore, India; Department of Electrical Communication Engineering, Indian Institute of Science, Bangalore, India; Department of Electrical and Electronic Engineering, University of Peradeniya, Peradeniya, Sri Lanka",IEEE Signal Processing Letters,"14 Sep 2016","2016","23","11","1523","1527","We study the problem of throughput optimization in large multiple-input multiple-output (MIMO) beamforming systems with channel aging, as the number of transmit and receive antennas is increased. We quantify the effective channel coherence time in terms of the intertraining interval, which is the time after which the channel state information needs to be reestimated to avoid loss in performance due to outdated channel estimates. Conventional wisdom suggests that the coherence time of large MIMO systems should decrease with increasing number of antennas, because the system has a large number of independently varying channel coefficients. On the contrary, we show that the effective channel coherence time increases with the number of antennas. We optimize the throughput with respect to the symbol and pilot energies, the number of antennas, frame duration, and target SNR. This analysis brings out the important fact that the effective channel coherence time critically depends on the underlying signaling scheme, and not only on the temporal correlation coefficient of the wireless channel.","1558-2361","","10.1109/LSP.2016.2604347","Department of Electronics and Information Technology Ministry of Communications and Information Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7556259","Beamforming;channel aging;massive MIMO;outage probability","MIMO;Throughput;Antennas;Channel estimation;Aging;Coherence;Signal to noise ratio","","34","","19","IEEE","30 Aug 2016","","","IEEE","IEEE Journals"
"GSVD-Based Precoding in MIMO Systems With Integrated Services","W. Mei; Z. Chen; J. Fang","National Key Laboratory of Science and Technology on Communications, University of Electronic Science and Technology of China, Chengdu, China; National Key Laboratory of Science and Technology on Communications, University of Electronic Science and Technology of China, Chengdu, China; National Key Laboratory of Science and Technology on Communications, University of Electronic Science and Technology of China, Chengdu, China",IEEE Signal Processing Letters,"14 Sep 2016","2016","23","11","1528","1532","This letter considers a two-receiver multiple-input multiple-output Gaussian broadcast channel model with integrated services. Specifically, we combine two sorts of service messages, and serve them simultaneously: One multicast message intended for both receivers and one confidential message intended for only one receiver. The confidential message is kept perfectly secure from the unauthorized receiver. DueAN54-B6010-A001 to the coupling of service messages, it is intractable to seek capacity-achieving transmit covariance matrices. Accordingly, we propose a suboptimal precoding scheme based on the generalized singular value decomposition (GSVD). The GSVD produces several virtual orthogonal subchannels between the transmitter and the receivers. Subchannel allocation and power allocation between multicast message and confidential message are jointly optimized to maximize the secrecy rate in this letter, subject to the quality of multicast service constraints. Since this problem is inherently complex, a difference-of-concave algorithm, together with an exhaustive search, is exploited to handle the power allocation and subchannel allocation, respectively. Numerical results are presented to illustrate the efficacy of our proposed strategies.","1558-2361","","10.1109/LSP.2016.2606349","National Natural Science Foundation of China(grant numbers:61571089); High-Tech Research and Development (863) Program of China(grant numbers:2015AA01A707); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7562565","Broadcast channel (BC);generalized singular value decomposition (GSVD);physical-layer service integration (PHY-SI);secrecy capacity region","Receivers;Resource management;Niobium;Precoding;Transmitters;MIMO;Couplings","","18","","14","IEEE","7 Sep 2016","","","IEEE","IEEE Journals"
"Interactive Stereo Image Segmentation With RGB-D Hybrid Constraints","W. Ma; Y. Qin; L. Yang; S. Xu; X. Zhang","Beijing University of Technology, Beijing, China; Beijing University of Technology, Beijing, China; Beijing University of Technology, Beijing, China; National Laboratory of Pattern Recognition, Chinese Academy of Sciences, Beijing, China; National Laboratory of Pattern Recognition, Chinese Academy of Sciences, Beijing, China",IEEE Signal Processing Letters,"14 Sep 2016","2016","23","11","1533","1537","This letter presents an approach to extracting a target object interactively from a given pair of stereo images. First, a user marks a few parts of the object and background in either of the two views with strokes. The marked pixels are used to generate the prior models of the foreground and background. Second, a graph is constructed with constraints formulated by the priors of foreground/background, similarities between intraview neighbor pixels and correspondences between interview pixels. Third, two segments of the foreground are extracted from the two views by optimization of the graph via graph cut. Traditional methods generally define the priors and neighbor similarities in RGB space. Differently, the proposed method integrates disparity distributions of foreground/background to enrich the priors and defines the similarity metric between neighbor pixels in RGB-D space. The proposed method that utilizes RGB-D hybrid constraints generates stereo segments with accuracies higher than those obtained by state-of-the-art methods.","1558-2361","","10.1109/LSP.2016.2605133","Beijing Municipal Natural Science Foundation(grant numbers:4152006); Scientific Research Project of Beijing Educational Committee(grant numbers:KM201510005015); Ri-Xin Talents Project(grant numbers:2014-RX-L06in); National Natural Science Foundation of China(grant numbers:61332017,61271430); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7558200","Disparity;graph cut;interactive segmentation;prior model;similarity;stereo image segmentation","Image segmentation;Image color analysis;Color;Optimization;Three-dimensional displays;Signal processing algorithms;Histograms","","6","","21","IEEE","1 Sep 2016","","","IEEE","IEEE Journals"
