"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Front Cover","",,IEEE Signal Processing Letters,"12 Aug 2015","2015","22","9","C1","C1","Presents the front cover for this issue of the publication.","1558-2361","","10.1109/LSP.2015.2460336","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7192795","","","","","","","IEEE","12 Aug 2015","","","IEEE","IEEE Journals"
"IEEE Signal Processing Letters publication information","",,IEEE Signal Processing Letters,"12 Aug 2015","2015","22","9","C2","C2","Provides a listing of the editors, board members, and current staff for this issue of the publication.","1558-2361","","10.1109/LSP.2015.2467439","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7192752","","","","","","","IEEE","12 Aug 2015","","","IEEE","IEEE Journals"
"Table of Contents","",,IEEE Signal Processing Letters,"13 Mar 2015","2015","22","9","1205","1206","Presents the table of contents for this issue of the publication.","1558-2361","","10.1109/LSP.2015.2412595","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7060769","","","","","","","IEEE","13 Mar 2015","","","IEEE","IEEE Journals"
"Table of Contents","",,IEEE Signal Processing Letters,"13 Mar 2015","2015","22","9","1207","1209","Presents the table of contents for this issue of the publication.","1558-2361","","10.1109/LSP.2015.2412611","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7060758","","","","","","","IEEE","13 Mar 2015","","","IEEE","IEEE Journals"
"Minimum Covariance Bounds for the Fusion under Unknown Correlations","M. Reinhardt; B. Noack; P. O. Arambel; U. D. Hanebeck","Intelligent Sensor-Actuator-Systems Laboratory (ISAS), Karlsruhe Institute of Technology (KIT), Germany; Intelligent Sensor-Actuator-Systems Laboratory (ISAS), Karlsruhe Institute of Technology (KIT), Germany; Raytheon Company, Sudbury, MA, USA; Intelligent Sensor-Actuator-Systems Laboratory (ISAS), Karlsruhe Institute of Technology (KIT), Germany",IEEE Signal Processing Letters,"21 Jan 2015","2015","22","9","1210","1214","One of the key challenges in distributed linear estimation is the systematic fusion of estimates. While the fusion gains that minimize the mean squared error of the fused estimate for known correlations have been established, no analogous statement could be obtained so far for unknown correlations. In this contribution, we derive the gains that minimize the bound on the true covariance of the fused estimate and prove that Covariance Intersection (CI) is the optimal bounding algorithm for two estimates under completely unknown correlations. When combining three or more variables, the CI equations are not necessarily optimal, as shown by a counterexample.","1558-2361","","10.1109/LSP.2015.2390417","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7005422","Covariance Intersection;data fusion;distributed estimation;Kalman filtering","Covariance matrices;Correlation;Ellipsoids;Estimation;Joints;Cost function;Set theory","","97","","26","IEEE","9 Jan 2015","","","IEEE","IEEE Journals"
"Local Diagonal Extrema Pattern: A New and Efficient Feature Descriptor for CT Image Retrieval","S. R. Dubey; S. K. Singh; R. K. Singh","Indian Institute of Information Technology Allahabad, India; Indian Institute of Information Technology Allahabad, India; Indian Institute of Information Technology Allahabad, India",IEEE Signal Processing Letters,"21 Jan 2015","2015","22","9","1215","1219","The medical image retrieval plays an important role in medical diagnosis where a physician can retrieve most similar images from template images against a query image of a particular patient. In this letter, a new and efficient image features descriptor based on the local diagonal extrema pattern (LDEP) is proposed for CT image retrieval. The proposed approach finds the values and indexes of the local diagonal extremas to exploit the relationship among the diagonal neighbors of any center pixel of the image using first-order local diagonal derivatives. The intensity values of the local diagonal extremas are compared with the intensity value of the center pixel to utilize the relationship of central pixel with its neighbors. Finally, the descriptor is formed on the basis of the indexes and comparison of center pixel and local diagonal extremas. The consideration of only diagonal neighbors greatly reduces the dimension of the feature vector which speeds up the image retrieval task and solves the “Curse of dimensionality” problem also. The LDEP is tested for CT image retrieval over Emphysema-CT and NEMA-CT databases and compared with the existing approaches. The superiority in terms of performance and efficiency in terms of speedup of the proposed method are confirmed by the experiments.","1558-2361","","10.1109/LSP.2015.2392623","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7009996","CT image retrieval;LBP;local diagonal neighbors;Local features;LTCoP;LTP;medical image","Image retrieval;Indexes;Computed tomography;Biomedical imaging;Feature extraction;Medical services;Vectors","","112","","27","IEEE","14 Jan 2015","","","IEEE","IEEE Journals"
"Sparse Signal Recovery from a Mixture of Linear and Magnitude-Only Measurements","M. Akçakaya; V. Tarokh","Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA; School of Engineering and Applied Sciences, Harvard University, Cambridge, MA",IEEE Signal Processing Letters,"21 Jan 2015","2015","22","9","1220","1223","We consider the problem of exact sparse signal recovery from a combination of linear and magnitude-only (phaseless) measurements. A k-sparse signal x ∈ ℂn is measured as r = Bx and y = |Cx |, where B ∈ ℂm1 ×n and C ∈ ℂm2 ×n are measurement matrices and |·| is the element-wise absolute value. We show that if max(2m1,1) + m2 ≥ 4k - 1, then a set of generic measurements are sufficient to recover every k-sparse x exactly, establishing the trade-off between the number of linear and magnitude-only measurements.","1558-2361","","10.1109/LSP.2015.2393295","National Institutes of Health(grant numbers:K99HL111410-01); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7010925","Compressed sensing;phase retrieval;sparse phase retrieval;sparse signals","Phase measurement;Extraterrestrial measurements;Image reconstruction;Vectors;Sparse matrices;Motion measurement;Compressed sensing","","10","","25","IEEE","15 Jan 2015","","","IEEE","IEEE Journals"
"Gabor Filter Based on Stochastic Computation","N. Onizawa; D. Katagiri; K. Matsumiya; W. J. Gross; T. Hanyu","Frontier Research Institute of Interdisciplinary Sciences, Tohoku University, Sendai, Japan; Frontier Research Institute of Interdisciplinary Sciences, Tohoku University, Sendai, Japan; Frontier Research Institute of Interdisciplinary Sciences, Tohoku University, Sendai, Japan; Department of Electrical and Computer Engineering, McGill University, Montreal, Canada; Frontier Research Institute of Interdisciplinary Sciences, Tohoku University, Sendai, Japan",IEEE Signal Processing Letters,"23 Jan 2015","2015","22","9","1224","1228","This letter introduces a design and proof-of-concept implementation of Gabor filters based on stochastic computation for area-efficient hardware. The Gabor filter exhibits a powerful image feature extraction capability, but it requires significant computational power. Using stochastic computation, a sine function used in the Gabor filter is approximated by exploiting several stochastic tanh functions designed based on a state machine. A stochastic Gabor filter realized using the stochastic sine shaper and a stochastic exponential function is simulated and compared with the original Gabor filter that shows almost equivalent behaviour at various frequencies and variance. A root-mean-square error of 0.043 at most is observed. In order to reduce long latency due to stochastic computation, 68 parallel stochastic Gabor filters are implemented in Silterra 0.13 μm CMOS technology. As a result, the proposed Gabor filters achieve a 78% area reduction compared with a conventional Gabor filter while maintaining the comparable speed.","1558-2361","","10.1109/LSP.2015.2392123","Japan Society for the Promotion of Science(grant numbers:26700003); Ministry of Education Culture Sports Science and Technology(grant numbers:Brainware LSI Project); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7010006","Digital circuit implementation;stochastic computing","Hardware;Logic gates;Educational institutions;Input variables;Digital circuits;Materials;Computers","","44","","25","IEEE","14 Jan 2015","","","IEEE","IEEE Journals"
"Fast Non-Negative Orthogonal Matching Pursuit","M. Yaghoobi; D. Wu; M. E. Davies","Institute for Digital Communications, the University of Edinburgh, UK; Institute for Digital Communications, the University of Edinburgh, UK; Institute for Digital Communications, the University of Edinburgh, UK",IEEE Signal Processing Letters,"27 Jan 2015","2015","22","9","1229","1233","One of the important classes of sparse signals is the non-negative signals. Many algorithms have already been proposed to recover such non-negative representations, where greedy and convex relaxed algorithms are among the most popular methods. The greedy techniques have been modified to incorporate the non-negativity of the representations. One such modification has been proposed for Orthogonal Matching Pursuit (OMP), which first chooses positive coefficients and uses a non-negative optimisation technique as a replacement for the orthogonal projection onto the selected support. Beside the extra computational costs of the optimisation program, it does not benefit from the fast implementation techniques of OMP. These fast implementations are based on the matrix factorisations. We here first investigate the problem of positive representation, using pursuit algorithms. We will then describe a new implementation, which can fully incorporate the positivity constraint of the coefficients, throughout the selection stage of the algorithm. As a result, we present a novel fast implementation of the Non-Negative OMP, which is based on the QR decomposition and an iterative coefficients update. We will empirically show that such a modification can easily accelerate the implementation by a factor of ten in a reasonable size problem.","1558-2361","","10.1109/LSP.2015.2393637","Engineering and Physical Sciences Research Council(grant numbers:EP/K014277/1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7012095","Matching Pursuit;non-negative least square and spectral decomposition;non-negative sparse approximations;orthogonal matching pursuit;QR matrix factorisation","Matching pursuit algorithms;Signal processing algorithms;Least squares approximations;Matrix decomposition;Dictionaries;Educational institutions","","80","","14","IEEE","16 Jan 2015","","","IEEE","IEEE Journals"
"On the Reconstruction of Wavelet-Sparse Signals From Partial Fourier Information","Y. Zhang; P. L. Dragotti","Imperial College London, Electronical and Electronic Engineering, London, United Kingdom; Imperial College London, Electronical and Electronic Engineering, London, United Kingdom",IEEE Signal Processing Letters,"27 Jan 2015","2015","22","9","1234","1238","The problem of reconstructing a wavelet-sparse signal from its partial Fourier information has received a lot of attention since the emergence of compressive sensing (CS). The latest theory within the CS framework analyzes the local coherence between the Fourier and wavelet bases, and recover the signal from frequencies randomly selected according to a variable density profile. Unlike these developments, we adopt a new approach that does not need to analyze the (local) coherence. We show that the problem can be tackled by recovering the wavelet coefficients from the finest to the coarse scale, and only a small set of frequencies are needed to recover the coefficients exactly. As long as the scaling function satisfies a mild condition, the reconstruction is exact. Moreover the frequency set can be deterministically pre-selected and does not need to change even if the wavelet basis changes.","1558-2361","","10.1109/LSP.2015.2393953","European Research Council(grant numbers:starting investigator award Nr. 277800 (RecoSamp)); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7014264","Compressive Sensing;Fourier transform;wavelet","Wavelet transforms;Fourier transforms;Coherence;Sensors;Compressed sensing;Wavelet analysis;Standards","","7","","20","OAPA","19 Jan 2015","","","IEEE","IEEE Journals"
