"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Front Cover","",,IEEE Signal Processing Letters,"14 May 2015","2015","22","4","C1","C1","Presents the front cover for this issue of the publication.","1558-2361","","10.1109/LSP.2015.2404151","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7108087","","","","","","","IEEE","14 May 2015","","","IEEE","IEEE Journals"
"IEEE Signal Processing Letters publication information","",,IEEE Signal Processing Letters,"3 Mar 2015","2015","22","4","C2","C2","Provides a listing of current staff, committee members and society officers.","1558-2361","","10.1109/LSP.2015.2409306","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7054009","","","","","","","IEEE","3 Mar 2015","","","IEEE","IEEE Journals"
"Table of Contents","",,IEEE Signal Processing Letters,"9 Mar 2015","2015","22","4","381","382","Presents the table of contents for this issue of the publication.","1558-2361","","10.1109/LSP.2014.2365053","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7056610","","","","","","","IEEE","9 Mar 2015","","","IEEE","IEEE Journals"
"Table of Contents","",,IEEE Signal Processing Letters,"9 Mar 2015","2015","22","4","383","384","Presents the table of contents for this issue of the publication.","1558-2361","","10.1109/LSP.2014.2365054","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7056595","","","","","","","IEEE","9 Mar 2015","","","IEEE","IEEE Journals"
"Synchronization Sequence Generated by Modified Park Algorithm for NC-OFDM Transmission","C. Zhang; K. Pang","Labs of Avionics, Tsinghua University, Beijing, P. R. China; Labs of Avionics, Tsinghua University, Beijing, P. R. China",IEEE Signal Processing Letters,"7 Oct 2014","2015","22","4","385","389","The traditional schemes for the synchronization in the OFDM transmission, such as the Schmidl&Cox, Minn and Park algorithms, utilize the only every second or fourth subcarriers of the preamble symbol. This regular subcarrier occupation pattern does not meet the requirement of Non-Continuous OFDM (NC-OFDM) with the arbitrary spectrum holes free from the interference with the primary users. In this letter, a special synchronization sequence with non-continuous spectrum is constructed and can be evaluated at the receiver with a modified version of the Park algorithm. Our new synchronization concept not only complies with the traditional Park algorithm, but also has the considerable smaller sidelobes in the correlation function evaluated for the time synchronization, so that a higher synchronization detection probability is obtained.","1558-2361","","10.1109/LSP.2014.2359872","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6907985","Correlation sidelobe;non-continuous OFDM;park algorithm;synchronization;timing metric","Synchronization;OFDM;Interference;Frequency-domain analysis;Signal to noise ratio","","12","","10","IEEE","23 Sep 2014","","","IEEE","IEEE Journals"
"Enhanced Ridge Structure for Improving Fingerprint Image Quality Based on a Wavelet Domain","J. -W. Wang; N. T. Le; C. -C. Wang; J. -S. Lee","Institute of Photonics and Communications, National Kaohsiung University of Applied Sciences, Kaohsiung, Taiwan R. O. C.; Institute of Photonics and Communications, National Kaohsiung University of Applied Sciences, Kaohsiung, Taiwan R. O. C.; Department of Electronic Engineering, I-Shou University, Kaohsiung, Taiwan R. O. C.; Department of Computer Science and Information Engineering, National University of Tainan, Tainan, Taiwan R. O. C.",IEEE Signal Processing Letters,"13 Oct 2014","2015","22","4","390","394","Fingerprint image enhancement is one of the most crucial steps in an automated fingerprint identification system. In this paper, an effective algorithm for fingerprint image quality improvement is proposed. The algorithm consists of two stages. The first stage is decomposing the input fingerprint image into four subbands by applying two-dimensional discrete wavelet transform. At the second stage, the compensated image is produced by adaptively obtaining the compensation coefficient for each subband based on the referred Gaussian template. The experimental results indicated that the compensated image quality was higher than that of the original image. The proposed algorithm can improve the clarity and continuity of ridge structures in a fingerprint image. Therefore, it can achieve higher fingerprint classification rates than related methods can.","1558-2361","","10.1109/LSP.2014.2361212","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6914595","2D discrete wavelet transform;fingerprint classification;fingerprint enhancement;singular value decomposition","Fingerprint recognition;Image matching;Discrete wavelet transforms;Signal processing algorithms;Image reconstruction","","24","","20","IEEE","1 Oct 2014","","","IEEE","IEEE Journals"
"Fusion of Local Manifold Learning Methods","X. Xing; K. Wang; Z. Lv; Y. Zhou; S. Du","College of Automation, Harbin Engineering University, Harbin, China; College of Automation, Harbin Engineering University, Harbin, China; College of Automation, Harbin Engineering University, Harbin, China; School of Electronic Science and Engineering, Nanjing University, Nanjing, China; School of Electronic Science and Engineering, Nanjing University, Nanjing, China",IEEE Signal Processing Letters,"8 Oct 2014","2015","22","4","395","399","Different local manifold learning methods are developed based on different geometric intuitions and each method only learns partial information of the true geometric structure of the underlying manifold. In this letter, we introduce a novel method to fuse the geometric information learned from local manifold learning algorithms to discover the underlying manifold structure more faithfully. We first use local tangent coordinates to compute the local objects from different local algorithms, then utilize the selection matrix to connect the local objects with a global functional and finally develop an alternating optimization-based algorithm to discover the low-dimensional embedding. Experiments on synthetic as well as real datasets demonstrate the effectiveness of our proposed method.","1558-2361","","10.1109/LSP.2014.2360842","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6913503","Dimensionality reduction;manifold learning","Manifolds;Signal processing algorithms;Vectors;Educational institutions;Learning systems;Laplace equations;Materials","","9","","15","IEEE","30 Sep 2014","","","IEEE","IEEE Journals"
"Semiblind Channel Estimation for OFDM/OQAM Systems","W. Hou; B. Champagne","Huawei Technologies, Canada Research and Development Centre, Ottawa, ON, Canada; Department of Electrical and Computer Engineering, McGill University, Montreal, QC, Canada",IEEE Signal Processing Letters,"8 Oct 2014","2015","22","4","400","403","In this letter, we propose a semiblind channel estimation technique for OFDM/OQAM wireless systems. The proposed technique exploits the real property of transmitted symbols to blindly identify the channel-induced rotation in the received signal, thereby reducing the pilot overhead for estimation purpose. Specifically, the channel phase over each subcarrier can be obtained from the spatial-sign covariance matrix of the received signal, while the channel amplitude can be expressed in terms of the subcarrier power. In effect, the frequency-domain noise can be reduced effectively by block averaging over multiple symbols. Since the channel delay spread is usually much smaller than the symbol duration, channel coefficients obtained from the estimated phase and amplitude can be further refined through low-rank filtering. Simulation results validate the efficacy of the proposed technique in time-dispersive fading channels, showing its robustness under different signal-to-noise ratio (SNR) conditions.","1558-2361","","10.1109/LSP.2014.2361663","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6917026","OFDM/OQAM;semiblind channel estimation;spatial-sign covariance matrix","OFDM;Channel estimation;Prototypes;Materials;Covariance matrices;Interference;Time-frequency analysis","","19","","14","IEEE","7 Oct 2014","","","IEEE","IEEE Journals"
"Message-Passing Receivers for Single Carrier Systems with Frequency-Domain Equalization","C. Zhang; C. N. Manchón; Z. Wang; B. H. Fleury","School of Information Engineering, Zhengzhou University, Zhengzhou, China; Department of Electronic Systems, Aalborg University, Aalborg, Denmark; School of Information Engineering, Zhengzhou University, Zhengzhou, China; Department of Electronic Systems, Aalborg University, Aalborg, Denmark",IEEE Signal Processing Letters,"8 Oct 2014","2015","22","4","404","407","In this letter, we design iterative receiver algorithms for joint frequency-domain equalization and decoding in a single carrier system assuming perfect channel state information. Based on an approximate inference framework that combines belief propagation (BP) and the mean field (MF) approximation, we propose two receiver algorithms with, respectively, parallel and sequential message-passing schedules in the MF part. A recently proposed receiver based on generalized approximate message passing (GAMP) is used as a benchmarking reference. The simulation results show that the BP-MF receiver with sequential passing of messages achieves the best BER performance at the expense of higher computational complexity compared to that of the GAMP receiver. The parallel BP-MF receiver has complexity similar to that of GAMP, but its low convergence rate yields poor performance, especially under high signal-to-noise ratio conditions.","1558-2361","","10.1109/LSP.2014.2325401","Intel Mobile Communications Denmark ApS; Aalborg University and the Danish National Advanced Technology Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6824199","Iterative receiver;message-passing;SC-FDE","Receivers;Approximation methods;Schedules;Noise;Message passing;Signal processing algorithms;Bit error rate","","9","","12","IEEE","2 Jun 2014","","","IEEE","IEEE Journals"
"A Near-ML MIMO Subspace Detection Algorithm","M. M. Mansour","Department of Electrical and Computer Engineering, American University of Beirut, Beirut, Lebanon",IEEE Signal Processing Letters,"8 Oct 2014","2015","22","4","408","412","A low-complexity MIMO detection scheme is presented that decomposes a MIMO channel into multiple decoupled subsets of streams that can be detected separately. The scheme employs QL decomposition followed by elementary matrix operations to transform the channel matrix into a generalized elementary structure matching the subsets of streams to be detected. The proposed scheme avoids matrix inversion operations, and allows subsets to overlap thus achieving better diversity gain. Simulations demonstrate that this approach performs to within a few tenths of a dB from the optimum detection algorithm.","1558-2361","","10.1109/LSP.2014.2357991","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6899649","Log-likelihood ratios (LLRs);maximum likelihood (ML);MIMO detection;subspace detection","MIMO;Matrix decomposition;Vectors;Detectors;Interference;Signal processing algorithms;Detection algorithms","","25","","16","IEEE","16 Sep 2014","","","IEEE","IEEE Journals"
